file,incident_id,date,year,state,body_of_water,city,county,facility_name,incident_type,fatality_count,injury_count,near_miss_count,verification_level,is_freshwater_private_dock,is_freshwater_marina,esdpa_listed,lat,lon,query_used,match_type,display_name,from_cache
ESD-2011-06-21-1.md,ESD-2011-06-21-1,2011-06-21,2011,WV,Kanawha River,Charleston,Kanawha,Lou Wendell Marine,near-miss,0,1,0,UNVERIFIED,False,True,True,38.3729384,-81.7004094,"Kanawha River, WV",body+state,"Kanawha River, Kanawha County, West Virginia, United States",False
ESD-2011-07-25-1.md,ESD-2011-07-25-1,2011-07-25,2011,IL,,Tampico,Whiteside,Cornfield with center pivot irrigation system,fatal,2,8,0,VERIFIED,False,False,True,41.6324811,-89.7850393,"Tampico, IL",city+state,"Tampico, Whiteside County, Illinois, United States",False
ESD-2011-08-15-1.md,ESD-2011-08-15-1,2011-08-15,2011,GA,Lake Sinclair,,Putnam,Private dock between two houseboats,fatal,1,1,1,UNVERIFIED,True,False,True,33.2449723,-83.2556639,"Lake Sinclair, GA",body+state,"Lake Sinclair, Crooked Creek, Putnam County, Georgia, United States",False
ESD-2011-08-15-2.md,ESD-2011-08-15-2,2011-08-15,2011,MI,West Grand Traverse Bay,Traverse City,Grand Traverse,"Duncan L. Clinch Marina, F-Dock",fatal,1,1,0,VERIFIED,False,True,True,44.743288,-85.5600483,"West Grand Traverse Bay, MI",body+state,"West Branch Mitchell Creek, East Bay Township, Grand Traverse County, Michigan, 49686, United States",False
ESD-2011-08-28-1.md,ESD-2011-08-28-1,2011-08-28,2011,CT,Long Island Sound,Norwalk,Fairfield,Near Shady Beach,near-miss,0,0,2,UNVERIFIED,False,False,True,41.0508886,-72.9479898,"Long Island Sound, CT",body+state,"Long Island Sound, New York, 06390, United States",False
ESD-2012-05-28-1.md,ESD-2012-05-28-1,2012-05-28,2012,MO,Lake of the Ozarks,,Camden,,near-miss,0,1,2,UNVERIFIED,False,False,True,38.1443725,-92.6594744,"Lake of the Ozarks, MO",body+state,"Lake of the Ozarks, Osage Beach, Camden County, Missouri, United States",True
ESD-2012-06-27-1.md,ESD-2012-06-27-1,2012-06-27,2012,FL,Mini-golf pond,Kissimmee,Orange,"Orange Lake Resort, miniature golf course",fatal,1,1,0,VERIFIED,False,False,True,28.3617986,-81.6218062,"Orange Lake Resort, FL",facility+state,"Orange Lake Resort, Harp Alley, Orange County, Florida, 34747, United States",False
ESD-2012-07-04-1.md,ESD-2012-07-04-1,2012-07-04,2012,MO,Lake of the Ozarks,Lake of the Ozarks,Camden,"Private dock, Gravois Arm, 6.5 Mile Marker",fatal,2,0,0,VERIFIED,True,False,True,38.1443725,-92.6594744,"Lake of the Ozarks, MO",body+state,"Lake of the Ozarks, Osage Beach, Camden County, Missouri, United States",True
ESD-2012-07-04-2.md,ESD-2012-07-04-2,2012-07-04,2012,TN,Cherokee Lake,Bean Station,Grainger,German Creek Marina,fatal,2,1,1,VERIFIED,False,True,True,36.2655438,-83.377914,"Cherokee Lake, TN",body+state,"Cherokee Lake, Bean Station, Grainger County, East Tennessee, Tennessee, United States",False
ESD-2012-07-07-1.md,ESD-2012-07-07-1,2012-07-25,2012,MN,Pokegama Lake,Cohasset,Itasca,"Private dock, Hill Top Trail",fatal,1,2,0,VERIFIED,True,False,True,45.8438829,-93.0397912,"Pokegama Lake, MN",body+state,"Pokegama Lake, Pokegama Township, Pine County, Minnesota, United States",False
ESD-2012-07-07-2.md,ESD-2012-07-07-2,2012-07-07,2012,MO,Lake of the Ozarks,,Morgan,"Private dock, Dry Branch Cove, 5-mile marker",fatal,1,0,0,VERIFIED,True,False,True,38.1443725,-92.6594744,"Lake of the Ozarks, MO",body+state,"Lake of the Ozarks, Osage Beach, Camden County, Missouri, United States",True
ESD-2012-07-23-1.md,ESD-2012-07-23-1,2012-07-23,2012,MO,Lake of the Ozarks,,Camden,Dock under electrical repairs,near-miss,0,0,3,UNVERIFIED,False,False,True,38.1443725,-92.6594744,"Lake of the Ozarks, MO",body+state,"Lake of the Ozarks, Osage Beach, Camden County, Missouri, United States",True
ESD-2012-08-04-1.md,ESD-2012-08-04-1,2012-08-04,2012,MO,Lake of the Ozarks,,Camden,Dock at Gravois Arm,near-miss,0,0,2,UNVERIFIED,True,False,True,38.1443725,-92.6594744,"Lake of the Ozarks, MO",body+state,"Lake of the Ozarks, Osage Beach, Camden County, Missouri, United States",True
ESD-2012-08-14-1.md,ESD-2012-08-14-1,2012-08-14,2012,CA,Residential backyard swimming pool,Garden Grove,Orange,,near-miss,0,2,1,VERIFIED,False,False,True,33.7746292,-117.9463717,"Garden Grove, CA",city+state,"Garden Grove, Orange County, California, United States",False
ESD-2012-08-22-1.md,ESD-2012-08-22-1,2012-08-22,2012,CA,,Los Angeles,Los Angeles,"Magnolia Boulevard at Ben Avenue, Valley Village",fatal,2,8,0,VERIFIED,False,False,True,34.0536909,-118.242766,"Los Angeles, CA",city+state,"Los Angeles, Los Angeles County, California, United States",False
ESD-2012-08-30-1.md,ESD-2012-08-30-1,2012-08-30,2012,ID,Irrigation canal,Blackfoot,Bingham,Irrigation canal approximately 3 miles NW of Blackfoot,fatal,3,0,0,VERIFIED,False,False,True,42.9836755,-116.0947638,"Irrigation canal, ID",body+state,"Grand View Irrigation District Canal, Grand View, Owyhee County, Idaho, United States",False
ESD-2012-09-27-1.md,ESD-2012-09-27-1,2012-09-27,2012,TN,Tims Ford Lake,Winchester,Franklin,Private dock at family home,fatal,1,0,0,VERIFIED,True,False,True,35.221094,-86.2721255,"Tims Ford Lake, TN",body+state,"Tims Ford Lake, Winchester, Franklin County, Middle Tennessee, Tennessee, United States",True
ESD-2012-09-27-2.md,ESD-2012-09-27-2,2012-09-27,2012,GA,,Americus,Sumter,"South Georgia Technical College, decorative fountain",fatal,1,0,0,VERIFIED,False,False,True,31.9735437,-83.7448913,"South Georgia Technical College, GA",facility+state,"South Georgia Technical College, North Midway Road, Cordele, Crisp County, Georgia, 31010, United States",False
ESD-2013-05-20-1.md,ESD-2013-05-20-1,2013-05-20,2013,KY,Rough River Lake,Peter Cave,Grayson,Dock near Peter Cave marina,fatal,1,0,0,VERIFIED,False,True,True,37.5901776,-86.4696906,"Rough River Lake, KY",body+state,"Rough River Lake, Grayson County, Kentucky, United States",False
ESD-2013-05-27-1.md,ESD-2013-05-27-1,2013-05-27,2013,GA,Lake Lanier,Gainesville,Hall,Private dock (Evelyn Morrison residence),near-miss,0,0,2,CONFIRMED,True,False,True,34.2930593,-83.938223,"Lake Lanier, GA",body+state,"Lake Lanier, Cumming, Forsyth County, Georgia, United States",True
ESD-2013-06-18-1.md,ESD-2013-06-18-1,2013-06-18,2013,MO,,Scott City,Scott,Private residence — flooded basement,near-miss,0,0,1,UNVERIFIED,False,False,True,37.2163497,-89.5261244,"Scott City, MO",city+state,"Scott City, Scott County, Missouri, 63780, United States",False
ESD-2013-06-30-1.md,ESD-2013-06-30-1,2013-06-30,2013,KY,Lake Cumberland,Burnside,Pulaski,"Private dock, Garland Bend Road",fatal,1,0,1,VERIFIED,True,False,True,36.9385265,-85.0196128,"Lake Cumberland, KY",body+state,"Lake Cumberland, Burnside, Russell County, Kentucky, United States",True
ESD-2013-07-00-1.md,ESD-2013-07-00-1,2013-07,2013,NC,Lake Norman,Lake Norman,,Private dock,near-miss,0,0,1,UNVERIFIED,True,False,True,35.5923267,-80.932986,"Lake Norman, NC",body+state,"Lake Norman, Mooresville, Iredell County, North Carolina, United States",False
ESD-2013-07-04-1.md,ESD-2013-07-04-1,2013-07-04,2013,MN,Eagle Lake,Orrock Township,Sherburne,"Private dock, 2300 block of 188th Street",fatal,1,1,0,CONFIRMED,True,False,True,44.1649669,-93.8813419,"Eagle Lake, MN",body+state,"Eagle Lake, Blue Earth County, Minnesota, 56024, United States",False
ESD-2013-07-11-1.md,ESD-2013-07-11-1,2013-07-11,2013,MO,Lake of the Ozarks,Lake of the Ozarks,Camden,Dock near 35 Mile Marker,near-miss,0,0,8,UNVERIFIED,False,False,True,38.1443725,-92.6594744,"Lake of the Ozarks, MO",body+state,"Lake of the Ozarks, Osage Beach, Camden County, Missouri, United States",True
ESD-2013-07-16-1.md,ESD-2013-07-16-1,2013-07-16,2013,NC,Brookside Swim Club pool,Lexington,Davidson,Brookside Swim Club,fatal,1,0,2,VERIFIED,False,False,True,35.8240265,-80.2533838,"Lexington, NC",city+state,"Lexington, Davidson County, North Carolina, 27792, United States",False
ESD-2013-07-19-1.md,ESD-2013-07-19-1,2013-07-19,2013,NY,Inflatable pool (backyard),Syracuse,Onondaga,"Private residence, Second North Street",fatal,1,0,1,VERIFIED,False,False,True,41.0551391,-73.8613044,"Private residence, NY",facility+state,"Private Residence, Lyndhurst Museum Lane, Village of Tarrytown, Town of Greenburgh, Westchester County, New York, 10533, United States",False
ESD-2013-07-24-1.md,ESD-2013-07-24-1,2013-07-24,2013,GA,,Ellijay,Gilmer,Private residence (babysitting location),fatal,1,0,0,VERIFIED,False,False,True,34.6950278,-84.4827394,"Ellijay, GA",city+state,"Ellijay, Gilmer County, Georgia, 30540, United States",False
ESD-2013-08-31-1.md,ESD-2013-08-31-1,2013-08-31,2013,TX,Hotel swimming pool,Houston,Harris,"Hilton Houston Westchase, 9999 Westheimer Road",fatal,1,3,0,VERIFIED,False,False,True,29.7612326,-95.4598077,"Hotel swimming pool, Harris County, TX",body+county+state,"Hotel Omni Hotel, Riverway, Uptown, Houston, Harris County, Texas, 77056, United States",False
ESD-2014-00-00-2.md,ESD-2014-00-00-2,2014,2014,PA,Public swimming pool,Philadelphia,Philadelphia,"O'Connor Pool, 26th and South Streets",non-fatal,0,3,0,CONFIRMED,False,False,False,40.5223608,-79.9661007,"Public swimming pool, PA",body+state,"Kiwanis Park Public Swimming Pool, Meyer Road, Shaler Township, Allegheny County, Pennsylvania, 15116, United States",False
ESD-2014-04-13-1.md,ESD-2014-04-13-1,2014-04-13,2014,FL,Private swimming pool,North Miami,Miami-Dade,"Private residence, 13005 Arch Creek Terrace",fatal,1,0,0,VERIFIED,False,False,True,28.346051,-81.606418,"Private swimming pool, FL",body+state,"Private Domain, West Irlo Bronson Memorial Highway, Four Corners, Osceola County, Florida, 34747, United States",False
ESD-2014-04-27-1.md,ESD-2014-04-27-1,2014-04-27,2014,FL,,Hialeah,Miami-Dade,"Palms West Condominiums pool, 1950 W. 56th St.",near-miss,0,3,1,VERIFIED,False,False,True,25.8267775,-80.2814009,"Hialeah, FL",city+state,"Hialeah, Miami-Dade County, Florida, United States",False
ESD-2014-05-00-1.md,ESD-2014-05-00-1,2014-05,2014,FL,Apartment complex swimming pool,,,"Apartment complex pool, Florida",near-miss,0,3,2,VERIFIED,False,False,False,27.766279,-81.686783,FL,state_centroid,(state centroid: FL),True
ESD-2014-06-10-1.md,ESD-2014-06-10-1,2014-06-10,2014,UT,Lake Powell,Bullfrog,Garfield,"Bullfrog Marina, Glen Canyon National Recreation Area",fatal,1,2,0,VERIFIED,False,True,True,37.3768572,-110.726121,"Lake Powell, UT",body+state,"Lake Powell, San Juan County, Utah, United States",False
ESD-2014-07-04-1.md,ESD-2014-07-04-1,2014-07-04,2014,MO,Lake of the Ozarks,Lake of the Ozarks,Camden,Cove near 7 Mile Marker,near-miss,0,0,3,VERIFIED,False,False,True,38.1443725,-92.6594744,"Lake of the Ozarks, MO",body+state,"Lake of the Ozarks, Osage Beach, Camden County, Missouri, United States",True
ESD-2014-07-20-1.md,ESD-2014-07-20-1,2014-07-20,2014,TX,Lake Conroe,Conroe,Montgomery,Piney Shores Resort (Silverleaf Resorts),fatal,1,0,0,VERIFIED,False,True,True,30.4625423,-95.588042,"Lake Conroe, TX",body+state,"Lake Conroe, Conroe, Montgomery County, Texas, 77356, United States",False
ESD-2014-08-02-1.md,ESD-2014-08-02-1,2014-08-02,2014,WA,Puyallup River,Puyallup,Pierce,Near 96th Street Bridge,fatal,1,0,1,CONFIRMED,False,False,True,47.0616409,-122.1924502,"Puyallup River, WA",body+state,"Puyallup River, Pierce County, Washington, United States",False
ESD-2014-08-24-1.md,ESD-2014-08-24-1,2014-08-24,2014,LA,Lake Bruin,St. Joseph,Tensas,Private boathouse,fatal,1,1,0,VERIFIED,True,False,True,31.9879351,-91.256224,"Lake Bruin, LA",body+state,"Lake Bruin, Tensas Parish, Louisiana, United States",False
ESD-2015-00-00-1.md,ESD-2015-00-00-1,2015,2015,AL,Smith Lake,,Winston,,near-miss,0,1,0,PROBABLE,False,False,False,31.3144722,-87.748819,"Smith Lake, AL",body+state,"Smith Lake, Monroe County, Alabama, United States",False
ESD-2015-06-21-1.md,ESD-2015-06-21-1,2015-06-21,2015,MO,Lake of the Ozarks,Lake of the Ozarks,Camden,"Rental property dock, Woods Hollow Cove, 22.2 Mile Marker",fatal,1,1,0,VERIFIED,True,False,True,38.1443725,-92.6594744,"Lake of the Ozarks, MO",body+state,"Lake of the Ozarks, Osage Beach, Camden County, Missouri, United States",True
ESD-2015-08-08-1.md,ESD-2015-08-08-1,2015-08-08,2015,AL,Lake Tuscaloosa,Northport,Tuscaloosa,"Private dock, Laurel Drive",fatal,1,0,0,CONFIRMED,True,False,True,33.3395451,-87.5618241,"Lake Tuscaloosa, AL",body+state,"Lake Tuscaloosa, Tuscaloosa, Tuscaloosa County, Alabama, United States",False
ESD-2015-08-25-1.md,ESD-2015-08-25-1,2015-08-25,2015,ME,Piscataqua River,Kittery,York,Portsmouth Naval Shipyard marina,near-miss,0,1,0,CONFIRMED,False,False,True,43.0946426,-70.7714136,"Piscataqua River, ME",body+state,"Piscataqua River, Portsmouth, Rockingham County, New Hampshire, United States",False
ESD-2016-03-27-1.md,ESD-2016-03-27-1,2016-03-27,2016,CA,Private swimming pool,Palm Springs,Riverside,"Private residence, 2300 block of Yosemite Drive",fatal,1,6,0,VERIFIED,False,False,True,32.7820843,-117.052462,"Private swimming pool, CA",body+state,"private, Yokohama Court, Del Cerro, San Diego, San Diego County, California, 92182, United States",False
ESD-2016-04-16-1.md,ESD-2016-04-16-1,2016-04-16,2016,AL,Smith Lake,Double Springs,Winston,Johnson family lakehouse dock,fatal,1,1,2,VERIFIED,True,False,True,31.3144722,-87.748819,"Smith Lake, AL",body+state,"Smith Lake, Monroe County, Alabama, United States",True
ESD-2016-05-28-1.md,ESD-2016-05-28-1,2016-05-28,2016,NJ,Motel swimming pool,Wildwood Crest,Cape May,"Aztec Motel, 400 block of East Lavender Road",fatal,1,1,0,VERIFIED,False,False,True,39.9434289,-74.0706129,"Aztec Motel, NJ",facility+state,"Aztec Ocean Resort Motel, Seaside Heights Boardwalk, Seaside Heights, Ocean County, New Jersey, 08751, United States",False
ESD-2016-05-28-2.md,ESD-2016-05-28-2,2016-05-28,2016,AZ,Private backyard swimming pool,Phoenix,Maricopa,"Private residence, near 43rd Avenue and Thomas Road",fatal,1,4,0,CONFIRMED,False,False,False,33.4927952,-111.9162386,"Private residence, AZ",facility+state,"OLPH Private Residence, East Main Street, Scottsdale, Maricopa County, Arizona, 85251, United States",False
ESD-2016-05-29-1.md,ESD-2016-05-29-1,2016-05-29,2016,PA,Backyard pool,Silver Spring Township,Cumberland,"Private residence, Rockledge Drive",fatal,1,7,0,CONFIRMED,False,False,True,39.999907,-75.3953287,"Backyard pool, PA",body+state,"Backyard swimming pool, Earles Lane, Newtown Township, Delaware County, Pennsylvania, 19008, United States",False
ESD-2016-06-17-1.md,ESD-2016-06-17-1,2016-06-17,2016,TN,Chickamauga Lake,Sale Creek,Hamilton,Private dock,fatal,2,0,0,SUSPECTED,True,False,True,35.1115208,-85.2140152,"Chickamauga Lake, TN",body+state,"The Shoals at Chickamauga Lake, 5873, Lake Resort Terrace, Northshore Estates, Chattanooga, Hamilton County, East Tennessee, Tennessee, 37415, United States",False
ESD-2016-06-27-1.md,ESD-2016-06-27-1,2016-06-27,2016,AZ,Private swimming pool,Phoenix,Maricopa,"Private residence, near 43rd Avenue and Thomas Road",fatal,1,3,0,CONFIRMED,False,False,True,33.3482214,-111.7291148,"Private swimming pool, AZ",body+state,"Private Pool, East Sierra Madre Avenue, Morrison Ranch, Gilbert, Maricopa County, Arizona, 85234, United States",False
ESD-2016-07-21-1.md,ESD-2016-07-21-1,2016-07-21,2016,,,,,New dock construction site,fatal,1,0,0,CONFIRMED,False,False,False,,,,none,(no location),False
ESD-2016-09-03-1.md,ESD-2016-09-03-1,2016-09-03,2016,NC,Heritage Point community pool,Raleigh,Wake,"Heritage Point community pool, Valley Forge Road",fatal,1,1,0,VERIFIED,False,False,True,35.7803977,-78.6390989,"Raleigh, NC",city+state,"Raleigh, Wake County, North Carolina, United States",False
ESD-2016-09-10-1.md,ESD-2016-09-10-1,2016-09-10,2016,IN,Flooded basement,South Bend,St. Joseph,"Private residence, 17200 block of Madison Road",fatal,1,0,0,CONFIRMED,False,False,True,40.4794241,-86.5102765,"Private residence, IN",facility+state,"Private Residence, Adams Mill, Carroll County, Indiana, United States",False
ESD-2016-10-07-1.md,ESD-2016-10-07-1,2016-10-07,2016,IL,,Shiloh,St. Clair,Construction site,near-miss,0,1,1,CONFIRMED,False,False,True,41.9488844,-88.1140039,"Construction site, IL",facility+state,"Former Stratford Square Mall Site, Bloomingdale, Bloomingdale Township, DuPage County, Illinois, United States",False
ESD-2017-00-00-1.md,ESD-2017-00-00-1,2017,2017,MI,River (specific river withheld in CDC report),,,Marina on a river (name withheld by MIFACE to protect privacy),fatal,1,0,0,SUSPECTED,False,True,False,17.7402503,-64.8146967,"River, MI",body+state,"River, Saint Croix District, United States Virgin Islands, 00805, United States",False
ESD-2017-03-24-1.md,ESD-2017-03-24-1,2017-03-24,2017,NJ,Shrewsbury River,Monmouth Beach,Monmouth,Marina dock (specific marina not identified),fatal,2,0,0,SUSPECTED,False,False,False,40.3607987,-73.9770235,"Shrewsbury River, NJ",body+state,"Shrewsbury River, Sea Bright, Monmouth County, New Jersey, United States",False
ESD-2017-03-29-1.md,ESD-2017-03-29-1,2017-03-29,2017,TX,,Fort Worth,Tarrant,Oakland Lake Park,fatal,2,0,0,VERIFIED,False,False,True,32.7540678,-97.2583703,"Oakland Lake Park, TX",facility+state,"Oakland Lake Park, Fort Worth, Tarrant County, Texas, United States",False
ESD-2017-04-14-1.md,ESD-2017-04-14-1,2017-04-14,2017,AL,Lake Tuscaloosa,Tuscaloosa,Tuscaloosa,Darling family lakehouse dock,fatal,2,0,1,VERIFIED,True,False,True,33.3395451,-87.5618241,"Lake Tuscaloosa, AL",body+state,"Lake Tuscaloosa, Tuscaloosa, Tuscaloosa County, Alabama, United States",True
ESD-2017-05-01-1.md,ESD-2017-05-01-1,2017-05-01,2017,NY,,Rochester,Monroe,Private residence — basement with sump pump,near-miss,0,0,1,UNVERIFIED,False,False,True,43.157285,-77.615214,"Rochester, NY",city+state,"City of Rochester, Monroe County, New York, United States",False
ESD-2017-05-06-1.md,ESD-2017-05-06-1,2017-05-06,2017,QC,,Gatineau,,"De la Gappe Boulevard, Touraines neighbourhood — flooded street",near-miss,0,1,0,VERIFIED,False,False,True,45.482718,-75.685641,"De la Gappe Boulevard, QC",facility+state,"De La Gappe/De Rouville, Boulevard de la Gappe, Gatineau, Outaouais, Québec, J8T 7T7, Canada",False
ESD-2017-05-19-1.md,ESD-2017-05-19-1,2017-05-19,2017,AL,Private swimming pool,Florence,Lauderdale,"Private residence, Augusta Street",fatal,2,1,0,VERIFIED,False,False,True,34.7914385,-86.7759127,"Private swimming pool, AL",body+state,"Magnolia Springs Pool (Private), Bob G Hughes Boulevard, French Hill, Madison County, Alabama, 35749, United States",False
ESD-2017-05-21-1.md,ESD-2017-05-21-1,2017-05-21,2017,TX,Flooded field/puddle,Laredo,Webb,,fatal,1,0,0,CONFIRMED,False,False,True,27.5079211,-99.5069834,"Laredo, TX",city+state,"Laredo, Webb County, Texas, United States",False
ESD-2017-05-24-1.md,ESD-2017-05-24-1,2017-05,2017,LA,Lake Pontchartrain,Mandeville,St. Tammany,Private dock,fatal,1,0,0,UNVERIFIED,True,False,True,30.2050633,-90.0967594,"Lake Pontchartrain, LA",body+state,"Lake Pontchartrain, St. Tammany Parish, Louisiana, United States",False
ESD-2017-06-16-1.md,ESD-2017-06-16-1,2017-06-16,2017,OH,Lake Erie,Put-in-Bay,Ottawa,"Miller Marina, Bayview Avenue",fatal,1,1,1,VERIFIED,False,True,True,42.1432251,-81.2394356,"Lake Erie, OH",body+state,"Lake Erie, Ohio, 43452, United States",True
ESD-2017-06-17-1.md,ESD-2017-06-17-1,2017-06-17,2017,NJ,Toms River lagoon (Shelter Cove),Toms River,Ocean,"Private residence, Tobago Avenue",fatal,1,0,1,VERIFIED,True,False,True,39.9528389,-74.196741,"Toms River, NJ",city+state,"Toms River, Ocean County, New Jersey, United States",False
ESD-2017-06-21-1.md,ESD-2017-06-21-1,2017-06-21,2017,MA,Atlantic Ocean (Menemsha Harbor),Chilmark,Dukes,"Crab Corner, Menemsha Beach / transient dock",near-miss,0,0,3,CONFIRMED,False,False,True,26.074872,-97.1610327,"Atlantic Ocean, MA",body+state,"Atlantic Ocean, Cameron County, Texas, 78597, United States",False
ESD-2017-06-23-1.md,ESD-2017-06-23-1,2017-06-23,2017,,Water park pool,"Akyazi, Sakarya Province, Turkey",,"Water park, Akyazi",fatal,5,2,0,VERIFIED,False,False,True,,,,none,(no location),False
ESD-2017-07-03-1.md,ESD-2017-07-03-1,2017-07-03,2017,SC,Lake Keowee,Lake Keowee,Oconee,Private dock with boat lift,near-miss,0,0,1,UNVERIFIED,True,False,True,34.8306466,-82.9013777,"Lake Keowee, SC",body+state,"Lake Keowee, Seneca, Oconee County, South Carolina, 29672, United States",False
ESD-2017-07-07-1.md,ESD-2017-07-07-1,2017-07-07,2017,CA,Canyon Lake,Canyon Lake,Riverside,,near-miss,0,0,2,UNVERIFIED,False,False,True,33.6836539,-117.262615,"Canyon Lake, CA",body+state,"Canyon Lake, Riverside County, California, 92587, United States",False
ESD-2017-07-09-1.md,ESD-2017-07-09-1,2017-07-09,2017,NM,Bathtub,Lovington,Lea,Private residence (father's home),fatal,1,0,0,VERIFIED,False,False,True,35.8838571,-106.3018261,"Bathtub, NM",body+state,"Bathtub Row, Los Alamos, Los Alamos County, New Mexico, United States",False
ESD-2017-07-23-1.md,ESD-2017-07-23-1,2017-07-23,2017,BC,Creek on private property,Spallumcheen,,"Private property, Spallumcheen (near Vernon/Enderby)",near-miss,0,1,0,VERIFIED,False,False,True,49.2660162,-124.335801,"Private property, BC",facility+state,"Private property, 1864, Steelhead Place, Area F (Alberni Highway), Regional District of Nanaimo, British Columbia, V0R 1V0, Canada",False
ESD-2017-08-05-1.md,ESD-2017-08-05-1,2017-08-05,2017,TX,Lake O' The Pines,Avinger,Marion,Alley Creek alcove,fatal,3,0,0,VERIFIED,False,False,False,32.820786,-94.6605031,"Lake O' The Pines, TX",body+state,"Lake O' the Pines, Marion County, Texas, United States",True
ESD-2017-08-10-1.md,ESD-2017-08-10-1,2017-08-10,2017,WA,Columbia River,Pasco,Franklin,"Old pump station, irrigation facility",fatal,1,2,0,VERIFIED,False,False,True,45.5901679,-122.503438,"Columbia River, WA",body+state,"Columbia River, Vancouver, Clark County, Washington, United States",False
ESD-2017-08-28-1.md,ESD-2017-08-28-1,2017-08-28,2017,TX,Greens Bayou,Houston,Harris,"Greens Bayou near Interstate 10, east Houston",fatal,2,1,2,VERIFIED,False,False,True,29.9193075,-95.3264464,"Greens Bayou, TX",body+state,"Greens Bayou, Harris County, Texas, United States",False
ESD-2017-08-29-1.md,ESD-2017-08-29-1,2017-08-29,2017,TX,Hurricane Harvey floodwater,Houston,Harris,Bear Creek subdivision,fatal,1,0,0,VERIFIED,False,False,True,29.7589382,-95.3676974,"Houston, TX",city+state,"Houston, Harris County, Texas, United States",False
ESD-2018-05-14-1.md,ESD-2018-05-14-1,2018-05-14,2018,MO,Lake Taneycomo,Branson,Taney,Private dock,near-miss,0,0,1,UNVERIFIED,True,False,True,36.6376567,-93.2345944,"Lake Taneycomo, MO",body+state,"Lake Taneycomo, Branson, Taney County, Missouri, 65616, United States",False
ESD-2018-06-02-1.md,ESD-2018-06-02-1,2018-06-02,2018,VA,Smith Mountain Lake,Smith Mountain Lake,Franklin,"Private dock, Gills Creek area",near-miss,0,1,0,VERIFIED,True,False,True,37.1163882,-79.6508316,"Smith Mountain Lake, VA",body+state,"Smith Mountain Lake, North Shore, Franklin County, Virginia, 24101, United States",False
ESD-2018-06-11-1.md,ESD-2018-06-11-1,2018-06-11,2018,MO,Lake of the Ozarks,Camdenton,Camden,Dock at Camelot Cove,near-miss,0,0,2,CONFIRMED,True,False,True,38.1443725,-92.6594744,"Lake of the Ozarks, MO",body+state,"Lake of the Ozarks, Osage Beach, Camden County, Missouri, United States",True
ESD-2018-06-26-1.md,ESD-2018-06-26-1,2018-06-26,2018,MD,MGM National Harbor decorative fountain (Potomac Plaza),Oxon Hill,Prince George's,"MGM National Harbor casino/resort, 101 MGM National Ave",non-fatal,0,5,0,VERIFIED,False,False,False,38.803384,-76.9896507,"Oxon Hill, MD",city+state,"Oxon Hill, Prince George's County, Maryland, 20745, United States",False
ESD-2018-07-03-1.md,ESD-2018-07-03-1,2018-07-03,2018,MO,Lake of the Ozarks,Rocky Mount,Morgan,"Private dock near J Road, 5 Mile Marker",near-miss,0,0,3,CONFIRMED,True,False,True,38.1443725,-92.6594744,"Lake of the Ozarks, MO",body+state,"Lake of the Ozarks, Osage Beach, Camden County, Missouri, United States",True
ESD-2018-07-04-1.md,ESD-2018-07-04-1,2018-07-04,2018,OH,,Canfield,Mahoning,Colucci family private pool,near-miss,0,0,2,CONFIRMED,False,False,True,41.025059,-80.760912,"Canfield, OH",city+state,"Canfield, Mahoning County, Ohio, 44406, United States",False
ESD-2018-09-30-1.md,ESD-2018-09-30-1,2018-09-30,2018,OK,Bricktown Canal,Oklahoma City,Oklahoma,"Bricktown Canal, bollard light area",fatal,1,1,0,VERIFIED,False,False,True,35.4635279,-97.5080282,"Bricktown Canal, OK",body+state,"Bricktown Canal, Oklahoma City, Oklahoma County, Oklahoma, 73104, United States",False
ESD-2018-11-04-1.md,ESD-2018-11-04-1,2018-11-04,2018,NH,Lake Winnipesaukee (Paugus Bay),Laconia,Belknap,Dock area at end of Appleton Street,near-miss,0,0,1,VERIFIED,False,False,True,43.6030663,-71.3239694,"Lake Winnipesaukee, NH",body+state,"Lake Winnipesaukee, Alton, Belknap County, New Hampshire, United States",False
ESD-2019-04-01-1.md,ESD-2019-04-01-1,2019-04-01,2019,CA,Weyland Canal (Solano Irrigation District),Dixon,Solano,"Metal pedestrian bridge over Weyland Canal, Dixon Avenue West",fatal,2,1,0,VERIFIED,False,False,True,38.4454641,-121.8232958,"Dixon, CA",city+state,"Dixon, Solano County, California, 95620, United States",False
ESD-2019-06-02-1.md,ESD-2019-06-02-1,2019-06-02,2019,FL,,Orlando,Orange,Universal Studios Volcano Bay water park,near-miss,0,5,10,VERIFIED,False,False,True,28.5421218,-81.379045,"Orlando, FL",city+state,"Orlando, Orange County, Florida, United States",False
ESD-2019-06-27-1.md,ESD-2019-06-27-1,2019-06-27,2019,TX,Apartment complex swimming pool,El Paso,El Paso,"Hallmark Apartments, 1620 Mescalero Drive",fatal,1,2,0,CONFIRMED,False,False,False,31.7601001,-106.4870476,"El Paso, TX",city+state,"El Paso, El Paso County, Texas, United States",False
ESD-2019-07-14-1.md,ESD-2019-07-14-1,2019-07-14,2019,CA,Private swimming pool,Citrus Heights,Sacramento,"Private residence (father's home), late 1950s construction",fatal,1,0,4,VERIFIED,False,False,True,32.7820843,-117.052462,"Private swimming pool, CA",body+state,"private, Yokohama Court, Del Cerro, San Diego, San Diego County, California, 92182, United States",True
