incident_id,date,year,era,state,county,city,body_of_water,facility_name,latitude,longitude,setting,is_freshwater_marina,is_freshwater_private_dock,incident_type,fatality_count,injury_count,near_miss_count,verification_level,esdpa_listed,discovery_source,independent_source_count,electrical_source,electrical_source_detail,voltage,water_type,source_url
ESD-2007-08-28-1,2007-08-28,2007,Pre-NEC 555 (1981-2010),NY,Erie,Eden,Private farm pond,,42.6523734,-78.8954064,"Other (pool, fountain, public, unknown)",False,False,near-miss,0,1,0,CONFIRMED,True,ESDPA,2,other,"Submersible irrigation pump with deteriorated wire sheathing, not grounded; installed prior to 1994",,fresh,https://www.emsworld.com/news/10408713/improbable-coincidences-help-save-new-york-shock-victim
ESD-2007-09-00-1,2007-09,2007,Pre-NEC 555 (1981-2010),FL,Lee,,Caloosahatchee River,Franklin Lock Campground,26.7214836,-81.692193,Freshwater marina,True,False,near-miss,0,0,1,UNVERIFIED,True,ESDPA,0,shore_power,Shore power fault; breaker tripped,,fresh,
ESD-2008-06-13-1,2008-06-13,2008,Pre-NEC 555 (1981-2010),NC,Brunswick,Ocean Isle Beach,Atlantic Ocean / Intracoastal Waterway,"Ocean Isle Beach Marina, 2000 Sommerset Rd SW",33.8943393,-78.426672,"Other (pool, fountain, public, unknown)",False,False,fatal,1,0,0,CONFIRMED,False,LOA4,1,dock_wiring,Electric drill plugged into marina receptacle lacking GFCI protection; worker had feet in water,,salt,https://www.osha.gov/ords/imis/accidentsearch.accident_detail?id=200357044
ESD-2008-08-23-1,2008-08-23,2008,Pre-NEC 555 (1981-2010),AR,Garland,Hot Springs,Lake Hamilton,Lake Hamilton Resort,34.425335,-93.088864,Freshwater marina,True,False,fatal,1,2,0,CONFIRMED,True,ESDPA,2,dock_wiring,103 VAC measured on ladder; unbonded metal pole welded to dock with halogen light,103 VAC,fresh,https://www.kait8.com/story/8913999/teen-dies-2-injured-at-lake-hamilton/
ESD-2010-05-24-1,2010-05-24,2010,Pre-NEC 555 (1981-2010),IA,Cerro Gordo,Clear Lake,Clear Lake,Neighbor's dock at 3830 N. Shore Drive,43.1370751,-93.3813637,Private freshwater dock,False,True,near-miss,0,1,0,CONFIRMED,True,ESDPA,1,boat_lift,Neighbor's dock hoist (boat lift) energizing water,,fresh,https://globegazette.com/news/local/ankeny-man-in-good-condition-after-clear-lake-dock-shock/article_54b85190-66f6-11df-9032-001cc4c002e0.html
ESD-2010-05-29-1,2010-05-29,2010,Pre-NEC 555 (1981-2010),WV,Lewis,Weston,Stonewall Jackson Lake,Stonewall Jackson Lake Marina,38.9555775,-80.4989078,Freshwater marina,True,False,fatal,1,1,0,VERIFIED,True,ESDPA,8,dock_wiring,Current from dock leaked into water around houseboat; ESDPA describes reversed hot/ground in shore cord,,fresh,https://accidents.thedoanlawfirm.com/blog/2010/july/electric-shock-likely-cause-of-west-virginia-dro/
ESD-2010-05-29-2,2010-05-29,2010,Pre-NEC 555 (1981-2010),NC,Columbus,Lake Waccamaw,Lake Waccamaw,"Private covered dock with boat lift, approximately 200 feet from shore",34.3221707,-78.5220264,Private freshwater dock,False,True,fatal,1,0,1,CONFIRMED,True,ESDPA,1,dock_wiring,Severed equipment ground conductor in house crawl space; water-filled junction box beneath dock creating conductive path between live wire and water,120V,fresh,https://www.ecmweb.com/design/case-floating-dock
ESD-2010-06-00-1,2010-06,2010,Pre-NEC 555 (1981-2010),AL,,,Lewis Smith Lake,Private dock,34.0700321,-86.9791442,Private freshwater dock,False,True,fatal,1,0,0,UNVERIFIED,True,ESDPA,0,dock_wiring,,,fresh,
ESD-2010-06-21-1,2010-06-21,2010,Pre-NEC 555 (1981-2010),SC,York,York,,Residential swimming pool,34.9603293,-81.1655408,"Other (pool, fountain, public, unknown)",False,False,fatal,1,1,0,UNVERIFIED,True,ESDPA,0,other,Pool railing was energized with electrical current,,pool,
ESD-2010-06-24-1,2010-06-24,2010,Pre-NEC 555 (1981-2010),TX,Travis,,Lake Travis,,30.4645913,-98.0783472,"Other (pool, fountain, public, unknown)",False,False,near-miss,0,1,1,UNVERIFIED,True,ESDPA,0,boat_lift,Shoddy boat lift wiring,,fresh,
ESD-2010-07-03-1,2010-07-03,2010,Pre-NEC 555 (1981-2010),TN,Blount,Friendsville,Fort Loudoun Lake,International Harbor,35.7919204,-84.2431703,Freshwater marina,True,False,near-miss,0,1,3,UNVERIFIED,True,ESDPA,0,dock_wiring,Electrical fault near docked boat at marina,,fresh,
ESD-2010-07-10-1,2010-07-10,2010,Pre-NEC 555 (1981-2010),KY,Taylor,Campbellsville,Green River Lake,,37.2508354,-85.3005975,"Other (pool, fountain, public, unknown)",False,False,near-miss,0,2,1,CONFIRMED,True,ESDPA,2,shore_power,Houseboat electrical system energizing water; voltage persisted even after power was turned off,,fresh,https://www.poynter.org/reporting-editing/2010/electric-shock-danger-lurks-in-fresh-water/
ESD-2010-07-25-1,2010-07-25,2010,Pre-NEC 555 (1981-2010),IN,Carroll,Monticello,Lake Freeman,Angel Shores Resort (private dock),39.8491355,-86.267953,Private freshwater dock,False,True,fatal,1,0,0,VERIFIED,True,ESDPA,8,dock_wiring,Water-soaked electrical junction box on dock conducted current through dock metal,,fresh,https://www.newsbug.info/monticello_herald_journal/news/coroner-releases-cause-of-death-for-teen/article_ef5abe70-af77-5295-bef3-eb7319217cea.html
ESD-2010-07-31-1,2010-07-31,2010,Pre-NEC 555 (1981-2010),VT,,,Lake Champlain,,44.3214254,-73.319416,"Other (pool, fountain, public, unknown)",False,False,near-miss,0,0,3,CONFIRMED,True,ESDPA,1,unknown,,,fresh,https://www.huffpost.com/entry/esd-hidden-danger-in-fres_b_693454
ESD-2010-09-01-1,2010-09-01,2010,Pre-NEC 555 (1981-2010),FL,Miami-Dade,Palmetto Bay,Small lake at Perrine Wayside Dog Park,"Perrine Wayside Dog Park (Village Dog Park), 16425 S. Dixie Highway",25.6217715,-80.3247748,"Other (pool, fountain, public, unknown)",False,False,near-miss,0,0,1,CONFIRMED,True,ESDPA,1,fountain,Fountain pump and wiring in park lake energizing water; remained energized even after being turned off,,fresh,https://communitynewspapers.com/palmetto-bay-news/village-dog-park-reopens-nearly-a-month-after-incident/
ESD-2010-09-05-1,2010-09-05,2010,Pre-NEC 555 (1981-2010),SC,Anderson,Anderson,Hartwell Lake,,34.5491573,-83.1134681,"Other (pool, fountain, public, unknown)",False,False,near-miss,0,1,0,UNVERIFIED,True,ESDPA,0,dock_wiring,Grounding problem on dock; girl grabbed electrical wire,,fresh,
ESD-2011-03-18-1,2011-03-18,2011,NEC 2011 era (2011-2016),TX,Harris,Houston,Retention pond,,30.1068613,-95.4405823,"Other (pool, fountain, public, unknown)",False,False,near-miss,0,0,1,UNVERIFIED,True,ESDPA,0,fountain,Faulty retention pond fountain pump/wiring,,fresh,
ESD-2011-05-28-1,2011-05-28,2011,NEC 2011 era (2011-2016),MN,Wabasha,Lake City,Lake Pepin,"Family home, 1400 Central Point",44.4942391,-92.2974883,Private freshwater dock,False,True,fatal,1,1,0,VERIFIED,True,ESDPA,3,boat_lift,Boat lift had an electrical track running underwater to the shore that was energized,,fresh,https://www.in-depthoutdoors.com/community/forums/topic/ftlgeneral_1016799/
ESD-2011-06-21-1,2011-06-21,2011,NEC 2011 era (2011-2016),WV,Kanawha,Charleston,Kanawha River,Lou Wendell Marine,38.3729384,-81.7004094,Freshwater marina,True,False,near-miss,0,1,0,UNVERIFIED,True,ESDPA,0,dock_wiring,Grounded neutral in pedestal,,fresh,
ESD-2011-07-25-1,2011-07-25,2011,NEC 2011 era (2011-2016),IL,Whiteside,Tampico,,Cornfield with center pivot irrigation system,41.6324811,-89.7850393,"Other (pool, fountain, public, unknown)",False,False,fatal,2,8,0,VERIFIED,True,ESDPA,7,other,"Lightning struck meter box of center pivot irrigation system, energizing electrical components and causing current to flow into standing water in field",,fresh,https://www.shawlocal.com/2011/07/25/two-sterling-teens-electrocuted-8-others-hurt-in-detasseling-accident/apsrqhi/
ESD-2011-08-15-1,2011-08-15,2011,NEC 2011 era (2011-2016),GA,Putnam,,Lake Sinclair,Private dock between two houseboats,33.2449723,-83.2556639,Private freshwater dock,False,True,fatal,1,1,1,UNVERIFIED,True,ESDPA,0,dock_wiring,Box or bare wire between two docked houseboats on dock being worked on,,fresh,
ESD-2011-08-15-2,2011-08-15,2011,NEC 2011 era (2011-2016),MI,Grand Traverse,Traverse City,West Grand Traverse Bay,"Duncan L. Clinch Marina, F-Dock",44.743288,-85.5600483,Freshwater marina,True,False,fatal,1,1,0,VERIFIED,True,ESDPA,11,dock_wiring,"Short circuit in 220-volt line with corroded/worn insulation in metal junction box (design specified fiberglass boxes); circuit breaker failed to trip; corroded, broken, and overheated equipment ground materials",220V,fresh,https://www.northernexpress.com/news/feature/article-5962-the-50-million-electrocution-case/
ESD-2011-08-28-1,2011-08-28,2011,NEC 2011 era (2011-2016),CT,Fairfield,Norwalk,Long Island Sound,Near Shady Beach,41.0508886,-72.9479898,"Other (pool, fountain, public, unknown)",False,False,near-miss,0,0,2,UNVERIFIED,True,ESDPA,0,other,Hurricane Irene floodwater energized by downed power lines or submerged electrical equipment,,salt,
ESD-2012-05-28-1,2012-05-28,2012,NEC 2011 era (2011-2016),MO,Camden,,Lake of the Ozarks,,38.1443725,-92.6594744,"Other (pool, fountain, public, unknown)",False,False,near-miss,0,1,2,UNVERIFIED,True,ESDPA,0,dock_wiring,No GFCI present; inadequate ground wire,,fresh,
ESD-2012-06-27-1,2012-06-27,2012,NEC 2011 era (2011-2016),FL,Orange,Kissimmee,Mini-golf pond,"Orange Lake Resort, miniature golf course",28.3617986,-81.6218062,"Other (pool, fountain, public, unknown)",False,False,fatal,1,1,0,VERIFIED,True,ESDPA,6,pool_pump,Faulty pump connected to wrong circuit breaker; missing GFCI protection on pond fountain,,fountain,https://abcnews.go.com/blogs/headlines/2012/06/girl-11-electrocuted-playing-mini-golf
ESD-2012-07-04-1,2012-07-04,2012,NEC 2011 era (2011-2016),MO,Camden,Lake of the Ozarks,Lake of the Ozarks,"Private dock, Gravois Arm, 6.5 Mile Marker",38.1443725,-92.6594744,Private freshwater dock,False,True,fatal,2,0,0,VERIFIED,True,ESDPA,7,dock_wiring,Chafed hot wire shorted to unbonded dock framing,,fresh,https://www.lakeexpo.com/news/lake_news/two-children-die-from-electrocution-on-gravois-arm/article_086f71be-c61d-11e1-840d-0019bb2963f4.html
ESD-2012-07-04-2,2012-07-04,2012,NEC 2011 era (2011-2016),TN,Grainger,Bean Station,Cherokee Lake,German Creek Marina,36.2655438,-83.377914,Freshwater marina,True,False,fatal,2,1,1,VERIFIED,True,ESDPA,7,shore_power,Frayed/faulty wiring aboard a houseboat; marina lacked ground fault interrupters,,fresh,https://www.timesnews.net/news/local-news/electric-shock-drowning-killed-2-children-on-cherokee-lake-10-years-ago-july-4/article_08e8177e-d88a-11ec-9b4f-d3749e80e778.html
ESD-2012-07-07-2,2012-07-07,2012,NEC 2011 era (2011-2016),MO,Morgan,,Lake of the Ozarks,"Private dock, Dry Branch Cove, 5-mile marker",38.1443725,-92.6594744,Private freshwater dock,False,True,fatal,1,0,0,VERIFIED,True,ESDPA,4,dock_wiring,Private dock with faulty wiring at Dry Branch Cove,,fresh,https://www.columbiamissourian.com/news/update-woman-electrocuted-at-lake-of-the-ozarks/article_08836cf9-93e2-5152-9550-7a83dfeb79fd.html
ESD-2012-07-23-1,2012-07-23,2012,NEC 2011 era (2011-2016),MO,Camden,,Lake of the Ozarks,Dock under electrical repairs,38.1443725,-92.6594744,"Other (pool, fountain, public, unknown)",False,False,near-miss,0,0,3,UNVERIFIED,True,ESDPA,0,dock_wiring,Dock under electrical repairs; power turned off after shock detected,,fresh,
ESD-2012-07-07-1,2012-07-25,2012,NEC 2011 era (2011-2016),MN,Itasca,Cohasset,Pokegama Lake,"Private dock, Hill Top Trail",45.8438829,-93.0397912,Private freshwater dock,False,True,fatal,1,2,0,VERIFIED,True,ESDPA,2,extension_cord,Extension cord fell into water from boat lift at private dock,,fresh,https://www.cbsnews.com/minnesota/news/cord-electrocutes-owatonna-man-at-minn-boatlift/
ESD-2012-08-04-1,2012-08-04,2012,NEC 2011 era (2011-2016),MO,Camden,,Lake of the Ozarks,Dock at Gravois Arm,38.1443725,-92.6594744,Private freshwater dock,False,True,near-miss,0,0,2,UNVERIFIED,True,ESDPA,0,dock_wiring,Dock ladder energized,,fresh,
ESD-2012-08-14-1,2012-08-14,2012,NEC 2011 era (2011-2016),CA,Orange,Garden Grove,Residential backyard swimming pool,,33.7746292,-117.9463717,"Other (pool, fountain, public, unknown)",False,False,near-miss,0,2,1,VERIFIED,True,ESDPA,2,other,Pool electrical fault; pool had underwater lighting and recent electrical work,,pool,https://abc7.com/archive/8772430/
ESD-2012-08-22-1,2012-08-22,2012,NEC 2011 era (2011-2016),CA,Los Angeles,Los Angeles,,"Magnolia Boulevard at Ben Avenue, Valley Village",34.0536909,-118.242766,"Other (pool, fountain, public, unknown)",False,False,fatal,2,8,0,VERIFIED,True,ESDPA,8,overhead_line,"Car crash knocked down fire hydrant and light pole; water from hydrant contacted exposed electrical lines at 4,800 volts","4,800V (estimated by LAFD)",fresh,https://abcnews.go.com/blogs/headlines/2012/08/two-good-samaritans-electrocuted-trying-to-help-in-los-angeles-accident
ESD-2012-08-30-1,2012-08-30,2012,NEC 2011 era (2011-2016),ID,Bingham,Blackfoot,Irrigation canal,Irrigation canal approximately 3 miles NW of Blackfoot,42.9836755,-116.0947638,"Other (pool, fountain, public, unknown)",False,False,fatal,3,0,0,VERIFIED,True,ESDPA,7,other,"Broken ground wire between transformer pole and service pole energized the ground wire between service pole and irrigation pump, electrifying the canal water",,fresh,https://www.espn.com/college-sports/story/_/id/8322304/idaho-state-bengals-coach-2-others-die-electrocution
ESD-2012-09-27-1,2012-09-27,2012,NEC 2011 era (2011-2016),TN,Franklin,Winchester,Tims Ford Lake,Private dock at family home,35.221094,-86.2721255,Private freshwater dock,False,True,fatal,1,0,0,VERIFIED,True,ESDPA,5,dock_wiring,"Lightning had struck the house, damaging wiring from house to dock, causing area around dock to be live with electricity",,fresh,https://www.tuscaloosanews.com/story/news/2012/10/02/popular-ua-professor-39-dies-in-tennessee/29898145007/
ESD-2012-09-27-2,2012-09-27,2012,NEC 2011 era (2011-2016),GA,Sumter,Americus,,"South Georgia Technical College, decorative fountain",31.9735437,-83.7448913,"Other (pool, fountain, public, unknown)",False,False,fatal,1,0,0,VERIFIED,True,ESDPA,5,other,Decorative fountain on college campus with 17 electrical code violations,,fountain,https://www.walb.com/story/19661853/female-student-dies-on-south-georgia-techs-campus/
ESD-2013-05-20-1,2013-05-20,2013,NEC 2011 era (2011-2016),KY,Grayson,Peter Cave,Rough River Lake,Dock near Peter Cave marina,37.5901776,-86.4696906,Freshwater marina,True,False,fatal,1,0,0,VERIFIED,True,ESDPA,7,shore_power,"Two energized shore power cords fell into water; one from dock power pedestal, one from houseboat; coupling submerged",Low voltage (120V residential),fresh,https://www.whas11.com/article/news/local/vine-grove-man-dies-in-rough-river-lake-trying-to-save-dog/417-322618231
ESD-2013-05-27-1,2013-05-27,2013,NEC 2011 era (2011-2016),GA,Hall,Gainesville,Lake Lanier,Private dock (Evelyn Morrison residence),34.2930593,-83.938223,Private freshwater dock,False,True,near-miss,0,0,2,CONFIRMED,True,ESDPA,1,dock_wiring,Gary Muter and 6-year-old granddaughter Ava were 10 feet from dock when Gary felt a jolt in his elbow; he grabbed Ava and both exited water safely,,fresh,https://www.gainesvilletimes.com/news/family-dodges-tragedy-in-learning-about-electric-shock-drowning/
ESD-2013-06-18-1,2013-06-18,2013,NEC 2011 era (2011-2016),MO,Scott,Scott City,,Private residence — flooded basement,37.2163497,-89.5261244,"Other (pool, fountain, public, unknown)",False,False,near-miss,0,0,1,UNVERIFIED,True,ESDPA,0,other,Woman shocked while unplugging cords in flooded basement; survived by floating on furniture,,fresh,
ESD-2013-06-30-1,2013-06-30,2013,NEC 2011 era (2011-2016),KY,Pulaski,Burnside,Lake Cumberland,"Private dock, Garland Bend Road",36.9385265,-85.0196128,Private freshwater dock,False,True,fatal,1,0,1,VERIFIED,True,ESDPA,8,extension_cord,Extension cord powering fish finder/light at dock; cord slipped behind aluminum ladder and frayed against sharp rock,110V AC,fresh,https://www.kentucky.com/news/state/kentucky/article44432142.html
ESD-2013-07-00-1,2013-07,2013,NEC 2011 era (2011-2016),NC,,Lake Norman,Lake Norman,Private dock,35.5923267,-80.932986,Private freshwater dock,False,True,near-miss,0,0,1,UNVERIFIED,True,ESDPA,0,dock_wiring,Man felt electric shock and paralysis while swimming off a docked boat; managed to move far enough away to regain muscle control,,fresh,
ESD-2013-07-04-1,2013-07-04,2013,NEC 2011 era (2011-2016),MN,Sherburne,Orrock Township,Eagle Lake,"Private dock, 2300 block of 188th Street",44.1649669,-93.8813419,Private freshwater dock,False,True,fatal,1,1,0,CONFIRMED,True,ESDPA,2,charger,Plugged-in battery charger immersed in water when victim slipped,,fresh,https://www.cbsnews.com/minnesota/news/man-dies-while-charging-boat-battery-on-eagle-lake/
ESD-2013-07-11-1,2013-07-11,2013,NEC 2011 era (2011-2016),MO,Camden,Lake of the Ozarks,Lake of the Ozarks,Dock near 35 Mile Marker,38.1443725,-92.6594744,"Other (pool, fountain, public, unknown)",False,False,near-miss,0,0,8,UNVERIFIED,True,ESDPA,0,dock_wiring,Eight college girls swimming at 35 mile marker; one girl's arm went numb; others shocked while exiting water at a nearby dock,,fresh,
ESD-2013-07-16-1,2013-07-16,2013,NEC 2011 era (2011-2016),NC,Davidson,Lexington,Brookside Swim Club pool,Brookside Swim Club,35.8240265,-80.2533838,"Other (pool, fountain, public, unknown)",False,False,fatal,1,0,2,VERIFIED,True,ESDPA,5,overhead_line,Failed connector on power pole caused line to fall; current traveled through saturated ground to pool metal ladder,,pool,https://myfox8.com/2013/07/16/girl-11-fatally-electrocuted-at-brookside-swim-club/
ESD-2013-07-19-1,2013-07-19,2013,NEC 2011 era (2011-2016),NY,Onondaga,Syracuse,Inflatable pool (backyard),"Private residence, Second North Street",41.0551391,-73.8613044,"Other (pool, fountain, public, unknown)",False,False,fatal,1,0,1,VERIFIED,True,ESDPA,9,extension_cord,Extension cord or electric pump plugged into outlet; contact while filling inflatable pool,,pool,https://auburnpub.com/news/local/syracuse-girl-electrocuted-in-inflatable-pool/article_9c3d4ea0-cdaa-5040-844d-283d4d6449fd.html
ESD-2013-07-24-1,2013-07-24,2013,NEC 2011 era (2011-2016),GA,Gilmer,Ellijay,,Private residence (babysitting location),34.6950278,-84.4827394,"Other (pool, fountain, public, unknown)",False,False,fatal,1,0,0,VERIFIED,True,ESDPA,5,overhead_line,Storm-downed power line; current traveled 25 feet through wet ground/standing water,,fresh,https://www.wsbtv.com/news/local/gilmer-co-teen-electrocuted-downed-power-line/242157291/
ESD-2013-08-31-1,2013-08-31,2013,NEC 2011 era (2011-2016),TX,Harris,Houston,Hotel swimming pool,"Hilton Houston Westchase, 9999 Westheimer Road",29.7612326,-95.4598077,"Other (pool, fountain, public, unknown)",False,False,fatal,1,3,0,VERIFIED,True,ESDPA,9,pool_pump,Improper wiring to pool light by Brown Electrical Inc.; no GFCI protection; unpermitted work,,pool,https://www.courthousenews.com/family-sues-hilton-over-electrocution-in-pool/
ESD-2014-00-00-2,2014,2014,NEC 2011 era (2011-2016),PA,Philadelphia,Philadelphia,Public swimming pool,"O'Connor Pool, 26th and South Streets",40.5223608,-79.9661007,"Other (pool, fountain, public, unknown)",False,False,non-fatal,0,3,0,CONFIRMED,False,LOA1,2,pool_equipment,Electrical current through pool ladder; specific cause not disclosed in news reports,,pool,https://www.inquirer.com/philly/news/20160603_The_shocking_danger_of_swimming_pools.html
ESD-2014-04-13-1,2014-04-13,2014,NEC 2011 era (2011-2016),FL,Miami-Dade,North Miami,Private swimming pool,"Private residence, 13005 Arch Creek Terrace",28.346051,-81.606418,"Other (pool, fountain, public, unknown)",False,False,fatal,1,0,0,VERIFIED,True,ESDPA,7,pool_pump,Pool light switch not properly grounded; grounding cable was loose/not installed,,pool,https://www.nbcmiami.com/news/local/7-year-old-boy-electrocuted-in-swimming-pool/114252/
ESD-2014-04-27-1,2014-04-27,2014,NEC 2011 era (2011-2016),FL,Miami-Dade,Hialeah,,"Palms West Condominiums pool, 1950 W. 56th St.",25.8267775,-80.2814009,"Other (pool, fountain, public, unknown)",False,False,near-miss,0,3,1,VERIFIED,True,ESDPA,7,pool_pump,Improperly grounded pool pump; unpermitted and shoddy electrical work on pool equipment,,pool,https://www.local10.com/news/2014/04/30/pool-pump-incorrectly-wired-in-hialeah-pool-where-3-children-shocked/
ESD-2014-05-00-1,2014-05,2014,NEC 2011 era (2011-2016),FL,,,Apartment complex swimming pool,"Apartment complex pool, Florida",27.766279,-81.686783,"Other (pool, fountain, public, unknown)",False,False,near-miss,0,3,2,VERIFIED,False,LOA11,2,pool_pump,Unconnected ground wires in pool pump house; energized metal handrail,,pool,https://www.youtube.com/watch?v=tLqftHp8eCo
ESD-2014-06-10-1,2014-06-10,2014,NEC 2011 era (2011-2016),UT,Garfield,Bullfrog,Lake Powell,"Bullfrog Marina, Glen Canyon National Recreation Area",37.3768572,-110.726121,Freshwater marina,True,False,fatal,1,2,0,VERIFIED,True,ESDPA,5,shore_power,30-amp power cord improperly inserted into worn 50-amp outlet in adjacent slip,,fresh,https://www.deseret.com/2015/7/13/20568259/electrical-shock-killed-man-who-jumped-into-lake-powell-lawsuit-says/
ESD-2014-07-04-1,2014-07-04,2014,NEC 2011 era (2011-2016),MO,Camden,Lake of the Ozarks,Lake of the Ozarks,Cove near 7 Mile Marker,38.1443725,-92.6594744,"Other (pool, fountain, public, unknown)",False,False,near-miss,0,0,3,VERIFIED,True,ESDPA,3,dock_wiring,"Live wire from improperly decommissioned dock ramp shorted to the ramp, sending 120V into water approximately 100 yards from where swimmers felt tingling",120V AC,fresh,https://www.lakeexpo.com/news/lake_news/swimmers-narrowly-escape-electrocution-in-lake-of-the-ozarks-cove/article_a2ed9992-085a-11e4-997b-0019bb2963f4.html
ESD-2014-07-20-1,2014-07-20,2014,NEC 2011 era (2011-2016),TX,Montgomery,Conroe,Lake Conroe,Piney Shores Resort (Silverleaf Resorts),30.4625423,-95.588042,Freshwater marina,True,False,fatal,1,0,0,VERIFIED,True,ESDPA,12,dock_wiring,Broken conduit with bare electrified wires on dock,,fresh,https://www.chron.com/neighborhood/woodlands/news/article/Family-of-boy-who-died-at-Lake-Conroe-files-suit-5660955.php
ESD-2014-08-02-1,2014-08-02,2014,NEC 2011 era (2011-2016),WA,Pierce,Puyallup,Puyallup River,Near 96th Street Bridge,47.0616409,-122.1924502,"Other (pool, fountain, public, unknown)",False,False,fatal,1,0,1,CONFIRMED,True,ESDPA,5,other,Ungrounded irrigation pump extending into river on adjacent property; 280V to ground measured,280V to ground,fresh,https://www.seattletimes.com/seattle-news/family-sues-pse-saying-daughter-18-was-electrocuted-while-tubing-the-puyallup-river/
ESD-2014-08-24-1,2014-08-24,2014,NEC 2011 era (2011-2016),LA,Tensas,St. Joseph,Lake Bruin,Private boathouse,31.9879351,-91.256224,Private freshwater dock,False,True,fatal,1,1,0,VERIFIED,True,ESDPA,8,boat_lift,Boat lift motor malfunction caused pontoon boat to act as conductor,,fresh,https://www.lakeexpo.com/news/lake_news/dock-safety-stressed-after-13-year-old-reportedly-electrocuted-on-louisiana-lake/article_6ad213d2-3602-11e4-a94f-001a4bcf887a.html
ESD-2015-00-00-1,2015,2015,NEC 2011 era (2011-2016),AL,Winston,,Smith Lake,,31.3144722,-87.748819,"Other (pool, fountain, public, unknown)",False,False,near-miss,0,1,0,PROBABLE,False,LOA11,1,dock_wiring,Dock electrical fault — electricity in water near dock,,fresh,https://www.youtube.com/watch?v=gqqtwWZ0nrw
ESD-2015-06-21-1,2015-06-21,2015,NEC 2011 era (2011-2016),MO,Camden,Lake of the Ozarks,Lake of the Ozarks,"Rental property dock, Woods Hollow Cove, 22.2 Mile Marker",38.1443725,-92.6594744,Private freshwater dock,False,True,fatal,1,1,0,VERIFIED,True,ESDPA,4,dock_wiring,Faulty junction box between dock and residence at rental property,,fresh,https://www.lakeexpo.com/news/lake_news/swimmer-electrocuted-at-lake-of-the-ozarks/article_25de24fe-1929-11e5-8ca0-0ff78a16476d.html
ESD-2015-08-08-1,2015-08-08,2015,NEC 2011 era (2011-2016),AL,Tuscaloosa,Northport,Lake Tuscaloosa,"Private dock, Laurel Drive",33.3395451,-87.5618241,Private freshwater dock,False,True,fatal,1,0,0,CONFIRMED,True,ESDPA,4,unknown,"Specific source not publicly determined; boat, dock, or other equipment suspected",,fresh,https://www.cbs42.com/news/local/community-mourns-death-of-37-year-old-tuscaloosa-orthodontist/
ESD-2015-08-25-1,2015-08-25,2015,NEC 2011 era (2011-2016),ME,York,Kittery,Piscataqua River,Portsmouth Naval Shipyard marina,43.0946426,-70.7714136,"Other (pool, fountain, public, unknown)",False,False,near-miss,0,1,0,CONFIRMED,True,ESDPA,3,shore_power,Diver was cleaning bottom of a 36-foot Catalina sailboat connected to shore electrical power at the marina; found unconscious floating with scuba regulator still in mouth,,salt,https://www.unionleader.com/news/courts/diver-sues-over-electric-shock-from-faulty-wiring-at-portsmouth-naval-shipyard/article_f10c9261-4c47-5458-bea9-e8cacd44dddd.html
ESD-2016-03-27-1,2016-03-27,2016,NEC 2011 era (2011-2016),CA,Riverside,Palm Springs,Private swimming pool,"Private residence, 2300 block of Yosemite Drive",32.7820843,-117.052462,"Other (pool, fountain, public, unknown)",False,False,fatal,1,6,0,VERIFIED,True,ESDPA,5,pool_pump,Faulty pool wiring in 1963-era home,,pool,https://www.nbcbayarea.com/news/local/burlingame-man-electrocuted-in-swimming-pool-while-saving-daughter/74555/
ESD-2016-04-16-1,2016-04-16,2016,NEC 2011 era (2011-2016),AL,Winston,Double Springs,Smith Lake,Johnson family lakehouse dock,31.3144722,-87.748819,Private freshwater dock,False,True,fatal,1,1,2,VERIFIED,True,ESDPA,6,dock_wiring,Water filled an electrical box on the boat dock; GFCI not functioning,,fresh,https://cullmantimes.com/2016/04/17/electrocution-investigated-in-teens-drowning-at-smith-lake/
ESD-2016-05-28-1,2016-05-28,2016,NEC 2011 era (2011-2016),NJ,Cape May,Wildwood Crest,Motel swimming pool,"Aztec Motel, 400 block of East Lavender Road",39.9434289,-74.0706129,"Other (pool, fountain, public, unknown)",False,False,fatal,1,1,0,VERIFIED,True,ESDPA,5,pool_pump,Electrical short in lamp post/light fixture near the pool,,pool,https://pix11.com/2016/05/31/nj-man-found-unconscious-at-bottom-of-motel-pool-in-wildwood/
ESD-2016-05-28-2,2016-05-28,2016,NEC 2011 era (2011-2016),AZ,Maricopa,Phoenix,Private backyard swimming pool,"Private residence, near 43rd Avenue and Thomas Road",33.4927952,-111.9162386,"Other (pool, fountain, public, unknown)",False,False,fatal,1,4,0,CONFIRMED,False,LOA1,2,pool_pump,Faulty pool light; victim was reportedly attempting to change the pool light when electrocuted,,pool,https://www.abc15.com/news/region-phoenix-metro/central-phoenix/phoenix-fire-man-taken-to-hospital-after-being-shocked-in-pool
ESD-2016-05-29-1,2016-05-29,2016,NEC 2011 era (2011-2016),PA,Cumberland,Silver Spring Township,Backyard pool,"Private residence, Rockledge Drive",39.999907,-75.3953287,"Other (pool, fountain, public, unknown)",False,False,fatal,1,7,0,CONFIRMED,True,ESDPA,4,pool_pump,Faulty pool light circuit,,pool,https://fox43.com/2016/05/30/8-year-old-cumberland-county-girl-shocked-in-swimming-pool-airlifted-to-hospital/
