file,incident_id,date,year,state,body_of_water,facility_name,victims_named,fatality_count,incident_type,verification_level,esdpa_listed,esdpa_entry_numbers,independent_source_count,sources_total,primary_source_count,discovery_source,notes,weakness_reasons,sources_preview,tier,suggested_action,effort
ESD-2004-08-08-1.md,ESD-2004-08-08-1,2004-08-08,2004,TX,Lake Travis,Marina dock (between two sections),,1,fatal,SUSPECTED,True,#42 (Rev. 5/9/16); #66 (Rev. 5/6/20); #38 (Harbor Marine Update),0,3,0,LOA2,"A young man in good health was swimming in the evening between two sections of a marina dock at Lake Travis, Austin, Texas. He disappeared under the water and was not recovered until two days later when his body surfaced. The post mortem found no toxic substances. However, the autopsy revealed Joule",ESDPA_ONLY_NO_INDEP | FATAL_ANONYMOUS | NO_PRIMARY_SOURCES,other:ESDPA Incident List (Rev. 5/6/20) | other:ESDPA Incident List (Rev. 5/9/16) | other:Harbor Marine Consultants Update,"C: ESDPA-only, ambiguous",Verify classification; search local news,easy
ESD-2005-06-24-1.md,ESD-2005-06-24-1,2005-06-24,2005,NY,Lake Ontario,None,,0,near-miss,UNVERIFIED,True,,0,0,0,ESDPA,"A man was badly shocked and paralyzed on a boat ladder at Lake Ontario, NY. Power was turned off and he regained feeling. No ground wire was found in the dock wiring.",ESDPA_ONLY_NO_INDEP | EMPTY_SOURCES_LIST,,"B: ESDPA-only, recent",Search news + obituaries for named victim,easy
ESD-2005-07-00-1.md,ESD-2005-07-00-1,2005-07,2005,NY,None,"Private marina, Brooklyn",,0,near-miss,UNVERIFIED,True,,0,0,0,ESDPA,"A diver in Brooklyn, NY complained of tingling and pain. 40 VAC was measured in the water. A neutral-ground short on a recently installed water heater was identified as the cause.",ESDPA_ONLY_NO_INDEP | EMPTY_SOURCES_LIST,,"B: ESDPA-only, recent",Search news + obituaries for named victim,easy
ESD-2006-05-22-1.md,ESD-2006-05-22-1,2006-05-22,2006,WI,Lake Michigan,Racine Harbor,,1,fatal,UNVERIFIED,True,FI-2006-005 (project file),0,0,0,ESDPA,A 56-year-old man was killed while swimming from the stern of a boat at Racine Harbor on Lake Michigan. An inquest ruled the death as accidental electrocution. A reverse polarity light reportedly flickered on and went out when power was applied to the vessel.,ESDPA_ONLY_NO_INDEP | FATAL_ANONYMOUS | EMPTY_SOURCES_LIST,,"B: ESDPA-only, recent",Search news + obituaries for named victim,easy
ESD-2006-07-02-1.md,ESD-2006-07-02-1,2006-07-02,2006,MN,Lake L'Homme Dieu,None,,0,near-miss,UNVERIFIED,True,,0,0,0,ESDPA,"Three men in a boat at Lake L'Homme Dieu, Douglas County, MN had their propeller catch an extension cord powering a boat lift. They were severely shocked upon entering the water. One was hospitalized for several days (described as face down and unresponsive). All survived.",ESDPA_ONLY_NO_INDEP | EMPTY_SOURCES_LIST,,"B: ESDPA-only, recent",Search news + obituaries for named victim,easy
ESD-2006-08-00-1.md,ESD-2006-08-00-1,2006-08,2006,WI,Lake Michigan,None,,0,near-miss,UNVERIFIED,True,,0,0,0,ESDPA,"An owner checking underwater with scuba gear at Racine, WI on Lake Michigan touched a bronze propeller and was nearly paralyzed. The cause was a boat in the next slip with a faulty water heater neutral wire. Same location as a fatal incident (ESD #75, May 2006).",ESDPA_ONLY_NO_INDEP | EMPTY_SOURCES_LIST,,"B: ESDPA-only, recent",Search news + obituaries for named victim,easy
ESD-2007-07-01-1.md,ESD-2007-07-01-1,2007-07-01,2007,True,Lake Ontario,Collins Bay Marina,,0,near-miss,UNVERIFIED,True,,0,0,0,ESDPA,"A SCUBA diver felt tingling then moderate shock while approaching a moored sailboat at Collins Bay on Lake Ontario, Kingston, Ontario, Canada. The diver backed away. A battery charger had a short circuit.",ESDPA_ONLY_NO_INDEP | EMPTY_SOURCES_LIST,,"B: ESDPA-only, recent",Search news + obituaries for named victim,easy
ESD-2007-07-20-1.md,ESD-2007-07-20-1,2007-07-20,2007,OK,Lake Arcadia,None,,0,near-miss,UNVERIFIED,True,,0,0,0,ESDPA,"An adult male was immediately paralyzed at the end of a dock at Lake Arcadia, Edmond, OK. His wife kept his head above water from the dock. A bystander was also shocked. High water had submerged electrical outlets.",ESDPA_ONLY_NO_INDEP | EMPTY_SOURCES_LIST,,"B: ESDPA-only, recent",Search news + obituaries for named victim,easy
ESD-2007-07-28-1.md,ESD-2007-07-28-1,2007-07-28,2007,MO,Lake of the Ozarks,Private dock,,1,fatal,SUSPECTED,True,#38 (Rev. 5/9/16),0,2,0,LOA2,"A 24-year-old woman attempted to exit the water using a metal ladder at the end of a private dock on Lake of the Ozarks, Missouri. She experienced a paralyzing electric shock which caused her to fall back into the water and drown. Several people had previously reported being shocked by the same ladd",ESDPA_ONLY_NO_INDEP | FATAL_ANONYMOUS | NO_PRIMARY_SOURCES,other:ESDPA Incident List (Rev. 5/9/16) | other:Harbor Marine Consultants / Mike Holt Update,"C: ESDPA-only, ambiguous",Verify classification; search local news,easy
ESD-2007-09-00-1.md,ESD-2007-09-00-1,2007-09,2007,FL,Caloosahatchee River,Franklin Lock Campground,,0,near-miss,UNVERIFIED,True,,0,0,0,ESDPA,"A boat owner cleaning a prop shaft in the water at Franklin Lock Campground on the Caloosahatchee River, FL was shocked. His teeth clenched involuntarily and he saw blue sparks. He exited the water. The breaker had tripped.",ESDPA_ONLY_NO_INDEP | EMPTY_SOURCES_LIST,,"B: ESDPA-only, recent",Search news + obituaries for named victim,easy
ESD-2008-06-13-1.md,ESD-2008-06-13-1,2008-06-13,2008,NC,Atlantic Ocean / Intracoastal Waterway,"Ocean Isle Beach Marina, 2000 Sommerset Rd SW",,1,fatal,CONFIRMED,False,,1,1,1,LOA4,"A construction worker employed by Coastal Carolina Construction & Development, Inc. was electrocuted while performing repair work on a floating dock at Ocean Isle Beach Marina. He was using an electric drill with his feet in the water, plugged into a marina receptacle that lacked GFCI protection. He",NOVEL_LOW_INDEP | FATAL_ANONYMOUS,government:OSHA Fatality Investigation,A: Novel + thin,"Find second independent source, or mark SUSPECTED",medium
ESD-2010-05-29-2.md,ESD-2010-05-29-2,2010-05-29,2010,NC,Lake Waccamaw,"Private covered dock with boat lift, approximately 200 feet from shore",,1,fatal,CONFIRMED,True,FI-2010-004 (project file),1,1,1,ESDPA,"A boy was killed swimming near a covered dock with a boat lift at Lake Waccamaw, North Carolina, on May 29, 2010. A grandfather had taken children to play under the dock in 3 feet of water. He raised the metal boat lift rails about 2 feet above water to create swimming space. One child reported feel",FATAL_ANONYMOUS,news:EC&M (Electrical Construction & Maintenance),D: Fatal + anonymous,Obituary / coroner search for victim name,medium
ESD-2010-06-00-1.md,ESD-2010-06-00-1,2010-06,2010,AL,Lewis Smith Lake,Private dock,,1,fatal,UNVERIFIED,True,FI-2010-003 (project file),0,0,0,ESDPA,"A 16-year-old boy fell back into the water while climbing a dock ladder at Lewis Smith Lake, Alabama, in June 2010. Electrocution was suspected as the cause of death. No further details are available.",ESDPA_ONLY_NO_INDEP | FATAL_ANONYMOUS | EMPTY_SOURCES_LIST,,"B: ESDPA-only, recent",Search news + obituaries for named victim,easy
ESD-2010-06-21-1.md,ESD-2010-06-21-1,2010-06-21,2010,SC,None,Residential swimming pool,,1,fatal,UNVERIFIED,True,FI-2010-002 (project file),0,0,0,ESDPA,"A 54-year-old man died jumping into a swimming pool in York, South Carolina, to rescue his granddaughter who was being shocked by the pool's railing. The granddaughter survived the incident.",ESDPA_ONLY_NO_INDEP | FATAL_ANONYMOUS | EMPTY_SOURCES_LIST,,"B: ESDPA-only, recent",Search news + obituaries for named victim,easy
ESD-2010-06-24-1.md,ESD-2010-06-24-1,2010-06-24,2010,TX,Lake Travis,None,,0,near-miss,UNVERIFIED,True,,0,0,0,ESDPA,"A 15-year-old girl and her 8-year-old sister were shocked near a boat dock at Lake Travis, TX. The older sister was unresponsive and in critical condition in the hospital. Shoddy boat lift wiring was identified as the cause. Both girls survived.",ESDPA_ONLY_NO_INDEP | EMPTY_SOURCES_LIST,,"B: ESDPA-only, recent",Search news + obituaries for named victim,easy
ESD-2010-07-03-1.md,ESD-2010-07-03-1,2010-07-03,2010,TN,Fort Loudoun Lake,International Harbor,,0,near-miss,UNVERIFIED,True,,0,0,0,ESDPA,"Three females (ages 12, 20, and 30) were shocked near a docked boat at International Harbor, Friendsville, TN. One was not breathing when EMS arrived and was revived. A 63-year-old woman was also shocked. All four victims were hospitalized but all survived.",ESDPA_ONLY_NO_INDEP | EMPTY_SOURCES_LIST,,"B: ESDPA-only, recent",Search news + obituaries for named victim,easy
ESD-2010-09-05-1.md,ESD-2010-09-05-1,2010-09-05,2010,SC,Hartwell Lake,None,,0,near-miss,UNVERIFIED,True,,0,0,0,ESDPA,"A 12-year-old girl grabbed an electrical wire at Hartwell Lake, Anderson, SC and went into cardiac arrest. She was resuscitated by her father and airlifted to the hospital. A grounding problem on the dock was found. She survived.",ESDPA_ONLY_NO_INDEP | EMPTY_SOURCES_LIST,,"B: ESDPA-only, recent",Search news + obituaries for named victim,easy
ESD-2011-03-18-1.md,ESD-2011-03-18-1,2011-03-18,2011,TX,Retention pond,None,,0,near-miss,UNVERIFIED,True,,0,0,0,ESDPA,"A dog died in a retention pond fountain in Houston, TX. A man felt strong current at ankle depth and retreated. Power was secured.",ESDPA_ONLY_NO_INDEP | EMPTY_SOURCES_LIST,,"B: ESDPA-only, recent",Search news + obituaries for named victim,easy
ESD-2011-06-21-1.md,ESD-2011-06-21-1,2011-06-21,2011,WV,Kanawha River,Lou Wendell Marine,,0,near-miss,UNVERIFIED,True,,0,0,0,ESDPA,"A woman was overcome by electrical current in the water via a boat ladder at Lou Wendell Marine on the Kanawha River, Charleston, WV. She was submerged for 90 seconds before being rescued. A grounded neutral in the pedestal was identified as the cause.",ESDPA_ONLY_NO_INDEP | EMPTY_SOURCES_LIST,,"B: ESDPA-only, recent",Search news + obituaries for named victim,easy
ESD-2011-08-15-1.md,ESD-2011-08-15-1,2011-08-15,2011,GA,Lake Sinclair,Private dock between two houseboats,,1,fatal,UNVERIFIED,True,FI-2011-001 (project file),0,0,0,ESDPA,"A 25-year-old woman was electrocuted at Lake Sinclair, Putnam County, Georgia, on August 15, 2011. She reached from the water and touched either a box or bare wire between two docked houseboats. The dock was being worked on at the time. An 8-year-old girl swimming in the area received a shock but su",ESDPA_ONLY_NO_INDEP | FATAL_ANONYMOUS | EMPTY_SOURCES_LIST,,"B: ESDPA-only, recent",Search news + obituaries for named victim,easy
ESD-2011-08-28-1.md,ESD-2011-08-28-1,2011-08-28,2011,CT,Long Island Sound,Near Shady Beach,,0,near-miss,UNVERIFIED,True,,0,0,0,ESDPA,"During Hurricane Irene, a dog was electrocuted in floodwater near Shady Beach, Norwalk, CT. Two women felt shocks. Witnesses reported the 'water was boiling' from electrical current. Hurricane Irene caused widespread flooding and 767,000 power outages across Connecticut.",ESDPA_ONLY_NO_INDEP | EMPTY_SOURCES_LIST,,"B: ESDPA-only, recent",Search news + obituaries for named victim,easy
ESD-2012-05-28-1.md,ESD-2012-05-28-1,2012-05-28,2012,MO,Lake of the Ozarks,None,,0,near-miss,UNVERIFIED,True,,0,0,0,ESDPA,"Three women were shocked while swimming near a dock at Lake of the Ozarks, MO on Memorial Day weekend. Someone turned off the power. One woman needed CPR. All survived. No GFCI was present and the ground wire was inadequate.",ESDPA_ONLY_NO_INDEP | EMPTY_SOURCES_LIST,,"B: ESDPA-only, recent",Search news + obituaries for named victim,easy
ESD-2012-07-23-1.md,ESD-2012-07-23-1,2012-07-23,2012,MO,Lake of the Ozarks,Dock under electrical repairs,,0,near-miss,UNVERIFIED,True,,0,0,0,ESDPA,"Two children and an adult near a dock under electrical repairs at Lake of the Ozarks, MO all felt electric shock. Power was turned off and everyone exited safely. Occurred 19 days after fatal Anderson children incident (July 4) and 16 days after Jennifer Lankford fatality (July 7).",ESDPA_ONLY_NO_INDEP | EMPTY_SOURCES_LIST,,"B: ESDPA-only, recent",Search news + obituaries for named victim,easy
ESD-2012-08-04-1.md,ESD-2012-08-04-1,2012-08-04,2012,MO,Lake of the Ozarks,Dock at Gravois Arm,,0,near-miss,UNVERIFIED,True,,0,0,0,ESDPA,"A woman and her husband both confirmed shock while reaching for a dock ladder at Gravois Arm on Lake of the Ozarks, MO. They swam away to a neighbor's dock and survived. Same area as July 4, 2012 fatal incident (Anderson children).",ESDPA_ONLY_NO_INDEP | EMPTY_SOURCES_LIST,,"B: ESDPA-only, recent",Search news + obituaries for named victim,easy
ESD-2013-06-18-1.md,ESD-2013-06-18-1,2013-06-18,2013,MO,None,Private residence — flooded basement,,0,near-miss,UNVERIFIED,True,,0,0,0,ESDPA,"On June 18, 2013, a woman in a flooded basement in Scott City, Missouri was shocked while unplugging cords. She rescued her cat and survived by floating on furniture. Non-marina context (flooded basement). No flooding event documented in Scott City for June 2013; date or location may be inaccurate.",ESDPA_ONLY_NO_INDEP | EMPTY_SOURCES_LIST,,"B: ESDPA-only, recent",Search news + obituaries for named victim,easy
ESD-2013-07-00-1.md,ESD-2013-07-00-1,2013-07,2013,NC,Lake Norman,Private dock,,0,near-miss,UNVERIFIED,True,,0,0,0,ESDPA,"Man felt electric shock and paralysis while swimming off a docked boat at Lake Norman, NC in July 2013. He managed to move far enough away from the electrical source to regain control of his muscles. Classic ESD near-miss with paralysis followed by escape. Date is approximate (month only).",ESDPA_ONLY_NO_INDEP | EMPTY_SOURCES_LIST,,"B: ESDPA-only, recent",Search news + obituaries for named victim,easy
ESD-2013-07-11-1.md,ESD-2013-07-11-1,2013-07-11,2013,MO,Lake of the Ozarks,Dock near 35 Mile Marker,,0,near-miss,UNVERIFIED,True,,0,0,0,ESDPA,"On July 11, 2013, eight college girls were swimming at the 35 mile marker on Lake of the Ozarks, MO. One girl's arm went numb. Others were shocked while exiting the water at a nearby dock. All survived without serious injury.",ESDPA_ONLY_NO_INDEP | EMPTY_SOURCES_LIST,,"B: ESDPA-only, recent",Search news + obituaries for named victim,easy
ESD-2015-00-00-1.md,ESD-2015-00-00-1,2015,2015,AL,Smith Lake,None,Dianne Guyton,0,near-miss,PROBABLE,False,,1,1,1,LOA11,"Dianne Guyton was swimming in Smith Lake, Alabama, approximately 2015, when she reached up to the dock to get her phone and was electrocuted by electricity in the water. Her neighbors brought her to shore. She survived but nearly drowned. As of June 2024, she was publicly sharing her story to warn o",NOVEL_LOW_INDEP,video:WBRC 6 News (Birmingham AL),A: Novel + thin,"Find second independent source, or mark SUSPECTED",medium
ESD-2016-05-28-2.md,ESD-2016-05-28-2,2016-05-28,2016,AZ,Private backyard swimming pool,"Private residence, near 43rd Avenue and Thomas Road",,1,fatal,CONFIRMED,False,,2,2,2,LOA1,"A 27-year-old father was electrocuted in the deep end of his private backyard swimming pool near 43rd Avenue and Thomas Road in Phoenix on May 28, 2016, while reportedly attempting to change a faulty pool light. He was in the deep end wearing goggles when he was shocked, according to his 8-year-old ",FATAL_ANONYMOUS,news:ABC15 Phoenix | news:Fox4 Kansas City,D: Fatal + anonymous,Obituary / coroner search for victim name,medium
ESD-2016-05-29-1.md,ESD-2016-05-29-1,2016-05-29,2016,PA,Backyard pool,"Private residence, Rockledge Drive",,1,fatal,CONFIRMED,True,FI-2016-004 (project file),4,2,2,ESDPA,"An 8-year-old girl was among 8 children swimming when a child flipped the pool light switch, sending current into the water. She was the only one unable to get out. Family began CPR; police used AED; she was airlifted to Penn State Hershey Medical Center in critical condition. Seven other children w",FATAL_ANONYMOUS,news:FOX43 | news:ABC News,D: Fatal + anonymous,Obituary / coroner search for victim name,medium
ESD-2016-06-27-1.md,ESD-2016-06-27-1,2016-06-27,2016,AZ,Private swimming pool,"Private residence, near 43rd Avenue and Thomas Road",,1,fatal,CONFIRMED,True,FI-2016-005 (project file),4,1,1,ESDPA,A 27-year-old father was electrocuted while attempting to change a pool light. His wife and three children witnessed the incident and were also shocked when trying to rescue him. His 8-year-old daughter reported he sank in the deep end. Official cause classified as drowning with electrocution as con,FATAL_ANONYMOUS,news:ABC15 Phoenix,D: Fatal + anonymous,Obituary / coroner search for victim name,medium
ESD-2016-07-21-1.md,ESD-2016-07-21-1,2016-07-21,2016,None,None,New dock construction site,,1,fatal,CONFIRMED,False,,1,1,1,LOA4,"A 24-year-old construction worker employed by LHC Construction Management, LLC, was electrocuted at approximately 4:00 PM while installing tongue-and-groove wood trim on the ceiling of a new dock area under construction. He came into contact with an energized boat lift, received an electric shock, f",NOVEL_LOW_INDEP | FATAL_ANONYMOUS,government:OSHA Fatality Investigation,A: Novel + thin,"Find second independent source, or mark SUSPECTED",medium
ESD-2017-00-00-1.md,ESD-2017-00-00-1,2017,2017,MI,River (specific river withheld in CDC report),Marina on a river (name withheld by MIFACE to protect privacy),,1,fatal,SUSPECTED,False,,1,1,1,LOA2,"In summer 2017, a male marina owner in his 80s drowned after falling into six-foot-deep water at a boat slip in his own marina on a river in Michigan. His spouse described him as a 'good swimmer' who had fallen in at least twice before without incident (when others were present to assist). On the da",NOVEL_LOW_INDEP | FATAL_ANONYMOUS,government:CDC MIFACE Report 17MI208,A: Novel + thin,"Find second independent source, or mark SUSPECTED",medium
ESD-2017-03-24-1.md,ESD-2017-03-24-1,2017-03-24,2017,NJ,Shrewsbury River,Marina dock (specific marina not identified),,2,fatal,SUSPECTED,False,,1,1,1,LOA2,"On Friday, March 24, 2017, a 59-year-old male fell into the water at a marina dock in Monmouth Beach, New Jersey, while attempting to board or disembark from a boat. A 51-year-old female friend jumped in to rescue him. Both drowned. The rescuer-drowning pattern is a classic ESD indicator. However, a",NOVEL_LOW_INDEP | FATAL_ANONYMOUS,legal:Robson Forensic Expert Witness Appendices,A: Novel + thin,"Find second independent source, or mark SUSPECTED",medium
ESD-2017-05-01-1.md,ESD-2017-05-01-1,2017-05-01,2017,NY,None,Private residence — basement with sump pump,,0,near-miss,UNVERIFIED,True,,0,0,0,ESDPA,"On May 1, 2017, a homeowner in Rochester, New York rigged a sump pump and received a significant shock in his legs. A motor fault was the cause. No GFCI protection was in place. Non-marina context (residential basement).",ESDPA_ONLY_NO_INDEP | EMPTY_SOURCES_LIST,,"B: ESDPA-only, recent",Search news + obituaries for named victim,easy
ESD-2017-05-24-1.md,ESD-2017-05-24-1,2017-05,2017,LA,Lake Pontchartrain,Private dock,,1,fatal,UNVERIFIED,True,FI-2017-009 (project file),0,0,0,ESDPA,"23-year-old man reportedly electrocuted when he extended an aluminum pole into the water around his sailboat at a private dock in Mandeville, LA. No independent sources could be located to verify this incident.",ESDPA_ONLY_NO_INDEP | FATAL_ANONYMOUS | EMPTY_SOURCES_LIST,,"B: ESDPA-only, recent",Search news + obituaries for named victim,easy
ESD-2017-06-23-1.md,ESD-2017-06-23-1,2017-06-23,2017,None,Water park pool,"Water park, Akyazi",,5,fatal,VERIFIED,True,FI-2017-006 (project file),6,2,2,ESDPA,"Five people died at a water park in Akyazi, Turkey: three children (12, 15, 17) were caught in electrical current in the pool; the 58-year-old park manager and his 30-year-old son jumped in to save them and were also killed. Two others were injured touching energized metal railings. The park lacked ",FATAL_ANONYMOUS,news:CBC News | news:Global News,D: Fatal + anonymous,Obituary / coroner search for victim name,medium
ESD-2017-07-03-1.md,ESD-2017-07-03-1,2017-07-03,2017,SC,Lake Keowee,Private dock with boat lift,,0,near-miss,UNVERIFIED,True,,0,0,0,ESDPA,"On July 3, 2017, a man's son grabbed the crossmember of a boat lift while under a boat at Lake Keowee, South Carolina. He was shocked but recovered. The boat lift was not properly grounded.",ESDPA_ONLY_NO_INDEP | EMPTY_SOURCES_LIST,,"B: ESDPA-only, recent",Search news + obituaries for named victim,easy
ESD-2017-07-07-1.md,ESD-2017-07-07-1,2017-07-07,2017,CA,Canyon Lake,None,,0,near-miss,UNVERIFIED,True,,0,0,0,ESDPA,"On July 7, 2017, two kayakers felt an electrical tingle at Canyon Lake, California. Authorities were investigating. The cause was unknown at the time of reporting.",ESDPA_ONLY_NO_INDEP | EMPTY_SOURCES_LIST,,"B: ESDPA-only, recent",Search news + obituaries for named victim,easy
ESD-2018-05-14-1.md,ESD-2018-05-14-1,2018-05-14,2018,MO,Lake Taneycomo,Private dock,,0,near-miss,UNVERIFIED,True,,0,0,0,ESDPA,"On May 14, 2018, a man's grandson was shocked at Lake Taneycomo, Branson, Missouri. The cause was faulty electrical wiring three docks away from the victim's location, demonstrating how far stray voltage can travel through water.",ESDPA_ONLY_NO_INDEP | EMPTY_SOURCES_LIST,,"B: ESDPA-only, recent",Search news + obituaries for named victim,easy
ESD-2022-08-03-1.md,ESD-2022-08-03-1,2022-08-03,2022,None,None,Marina (location not published in OSHA summary),,1,fatal,CONFIRMED,False,,1,1,1,LOA4,"At 3:45 PM on August 3, 2022, a marina employee operating a mobile boat lift to move boats into slips was electrocuted when the lift contacted overhead power lines. He fell from the operator's cab and was pronounced dead at the scene. NAICS 713930 (Marinas). The victim was not in or near water — thi",NOVEL_LOW_INDEP | FATAL_ANONYMOUS,government:OSHA Fatality Investigation,A: Novel + thin,"Find second independent source, or mark SUSPECTED",medium
ESD-2025-06-21-1.md,ESD-2025-06-21-1,2025-06-21,2025,GA,Blue Ridge Lake,Private dock,,1,fatal,CONFIRMED,True,FI-2025-002 (project file),2,1,1,ESDPA,"A 13-year-old boy from Fulton County GA (Atlanta metro) was electrocuted trying to exit the water via a metal dock ladder at Blue Ridge Lake. Two boys attempting rescue and a woman were also shocked. Fannin County Coroner Becky Callihan is investigating. The victim was a certified scuba diver, makin",FATAL_ANONYMOUS,news:The News Observer (Blue Ridge),D: Fatal + anonymous,Obituary / coroner search for victim name,medium
