file,incident_id,date,year,date_precision,state,county,city,body_of_water,facility_name,has_coordinates,incident_type,fatality_count,injury_count,near_miss_count,victim_count,victims_named,victims_age_known,victims_gender_known,electrical_source,water_type,voltage_reported,has_fault_description,is_freshwater_private_dock,is_freshwater_marina,setting_classifier_confidence,verification_level,esdpa_listed,esdpa_entry_count,esdpa_entry_numbers,esdpa_date_correct,esdpa_date_listed,esdpa_data_issue_count,esdpa_data_issues,discovery_source,additional_sources,independent_source_count_yaml,sources_total,sources_primary,sources_by_type,distinct_outlets,project_refs_count,has_notes,has_research_notes,missing_key_fields,audit_flags,audit_flag_count
ESD-2003-08-00-1.md,ESD-2003-08-00-1,2003-08,2003,month,KY,Taylor,Campbellsville,Green River Lake,,False,near-miss,0,0,1,1,0,0,1,shore_power,fresh,True,True,False,True,medium,UNVERIFIED,True,0,,True,,0,,ESDPA,,0,0,0,{},0,1,True,True,facility_name,ESDPA_ONLY_NO_INDEP | NO_SOURCES_LIST | MISSING:facility_name,3
ESD-2004-05-31-1.md,ESD-2004-05-31-1,2004-05-31,2004,exact,KY,Livingston,Grand Rivers,Lake Barkley,,False,near-miss,0,0,3,3,0,0,3,shore_power,fresh,False,True,False,False,low,UNVERIFIED,True,0,,True,,0,,ESDPA,,0,0,0,{},0,1,True,True,facility_name,ESDPA_ONLY_NO_INDEP | NO_SOURCES_LIST | MISSING:facility_name,3
ESD-2004-06-05-1.md,ESD-2004-06-05-1,2004-06-05,2004,exact,NC,,Charlotte,Lake Wylie,Houseboat dock,False,fatal,1,1,0,2,0,0,2,dock_wiring,fresh,False,True,False,False,low,UNVERIFIED,True,2,FI-2003-001 (project file); #39 (earlier ESDPA list revisions),False,2003-08-03,2,"ESDPA date listed as August 3, 2003; all verifiable ESDPA list versions date this as June 5, 2004; Date may have been confused with incident #37 (Aug 3, 2004, Lake Travis TX) or #40 (Aug 3, 2003, Bull Shoals AR)",ESDPA,,0,0,0,{},0,1,True,True,,ESDPA_ONLY_NO_INDEP | NO_SOURCES_LIST | NO_VICTIM_NAMED | ESDPA_DEVIATION,4
ESD-2004-06-19-1.md,ESD-2004-06-19-1,2004-06-19,2004,exact,TX,Travis,Austin,Lake Travis,Marina dock,False,fatal,1,0,0,1,0,0,1,dock_wiring,fresh,False,True,False,True,high,UNVERIFIED,True,1,FI-2004-004 (project file),True,,0,,ESDPA,,0,0,0,{},0,1,True,True,,ESDPA_ONLY_NO_INDEP | NO_SOURCES_LIST | NO_VICTIM_NAMED,3
ESD-2004-06-19-2.md,ESD-2004-06-19-2,2004-06-19,2004,approximate,NC,Columbus,Lake Waccamaw,Lake Waccamaw,Private dock with motorized boat lift,False,fatal,1,0,0,1,0,1,1,boat_lift,fresh,True,True,True,False,high,CONFIRMED,True,1,FI-2004-005 (project file),False,2004-06-05,2,"ESDPA date listed as June 5, 2004; EC&M technical article references June 19, 2004; Date discrepancy between ESDPA (June 5) and EC&M article (June 19)",ESDPA,LOA2,1,1,1,"{""news"": 1}",1,2,True,True,,NO_VICTIM_NAMED | DATE_WEAK | ESDPA_DEVIATION,3
ESD-2004-07-00-1.md,ESD-2004-07-00-1,2004-07,2004,month,AZ,Maricopa,,Saguaro Lake,Saguaro Lake Marina,False,near-miss,0,0,1,1,0,0,1,shore_power,fresh,False,True,False,True,high,UNVERIFIED,True,0,,True,,0,,ESDPA,,0,0,0,{},0,1,True,True,,ESDPA_ONLY_NO_INDEP | NO_SOURCES_LIST,2
ESD-2004-07-00-2.md,ESD-2004-07-00-2,2004-07,2004,month,CA,,,Sacramento River,,False,near-miss,0,1,2,3,0,0,3,other,fresh,False,True,False,False,high,UNVERIFIED,True,0,,True,,0,,ESDPA,,0,0,0,{},0,1,True,True,facility_name,ESDPA_ONLY_NO_INDEP | NO_SOURCES_LIST | MISSING:facility_name,3
ESD-2004-08-08-1.md,ESD-2004-08-08-1,2004-08-08,2004,exact,TX,Travis,Austin,Lake Travis,Marina dock (between two sections),False,fatal,1,0,0,1,0,0,1,dock_wiring,fresh,False,True,False,True,high,SUSPECTED,True,3,#42 (Rev. 5/9/16); #66 (Rev. 5/6/20); #38 (Harbor Marine Update),True,,0,,LOA2,,0,3,0,"{""other"": 3}",3,1,True,True,,NO_VICTIM_NAMED,1
ESD-2004-09-12-1.md,ESD-2004-09-12-1,2004-09-12,2004,exact,MS,Madison,Ridgeland,Ross Barnett Reservoir,Main Harbor Marina,False,fatal,1,0,1,2,1,1,2,shore_power,fresh,False,True,False,True,high,VERIFIED,True,1,FI-2004-003 (project file),False,2004-08-08,2,"ESDPA date listed as August 8, 2004; mother's account in HuffPost states September 12, 2004; HuffPost article says 'Jackson, Michigan' but Ross Barnett Reservoir is near Jackson, Mississippi",ESDPA,LOA1,4,4,4,"{""government"": 1, ""news"": 3}",4,2,True,True,,ESDPA_DEVIATION,1
ESD-2004-09-13-1.md,ESD-2004-09-13-1,2004-09-13,2004,exact,MO,Camden,Lake of the Ozarks,Lake of the Ozarks,Private dock,False,fatal,1,0,0,1,1,1,1,dock_wiring,fresh,False,True,True,False,high,CONFIRMED,True,1,FI-2004-002 (project file),True,,1,ESDPA describes victim as 'stepped on electrical cable while exiting water'; newspapers say he 'was shocked by a dock cable and fell into the water while helping to remodel a lake house',ESDPA,,3,3,3,"{""news"": 3}",2,1,True,True,,ESDPA_DEVIATION,1
ESD-2005-06-24-1.md,ESD-2005-06-24-1,2005-06-24,2005,exact,NY,,,Lake Ontario,,False,near-miss,0,1,0,1,0,0,1,dock_wiring,fresh,False,True,False,False,low,UNVERIFIED,True,0,,True,,0,,ESDPA,,0,0,0,{},0,1,True,True,facility_name,ESDPA_ONLY_NO_INDEP | NO_SOURCES_LIST | MISSING:facility_name,3
ESD-2005-06-28-1.md,ESD-2005-06-28-1,2005-06-28,2005,exact,KY,Rowan,Morehead,Cave Run Lake,Scotts Creek Marina,False,fatal,1,1,0,2,1,1,2,charger,fresh,False,True,False,True,high,VERIFIED,True,1,FI-2004-001 (project file),False,2004-09,2,"ESDPA date listed as September 2004; correct date is June 27-28, 2005 per obituary, news, and BoatTEST; Location spelled variously as Moorhead/Morehead and Scott's Creek/Scotts Creek/Scott Creek",ESDPA,,4,4,4,"{""news"": 3, ""obituary"": 1}",4,1,True,True,,ESDPA_DEVIATION,1
ESD-2005-07-00-1.md,ESD-2005-07-00-1,2005-07,2005,month,NY,Kings,Brooklyn,,"Private marina, Brooklyn",False,near-miss,0,0,1,1,0,0,1,other,salt,True,True,False,False,high,UNVERIFIED,True,0,,True,,0,,ESDPA,,0,0,0,{},0,1,True,True,body_of_water,ESDPA_ONLY_NO_INDEP | NO_SOURCES_LIST | MISSING:body_of_water,3
ESD-2006-03-18-1.md,ESD-2006-03-18-1,2006-03-18,2006,exact,MO,Jefferson,DeSoto,Spring Lake (Summerset Lake subdivision),Private dock with electric boat lift and lighting,False,fatal,1,2,1,4,3,3,4,dock_wiring,fresh,True,True,True,False,high,VERIFIED,True,1,FI-2006-001 (project file),True,,2,"Victim unnamed in ESDPA list; identified via LOA8 research; Location listed generically; now confirmed as Spring Lake, Summerset Lake subdivision",ESDPA,LOA2; LOA8; LOA13,8,5,5,"{""court"": 1, ""memorial"": 1, ""news"": 3}",5,3,True,True,,ESDPA_DEVIATION,1
ESD-2006-05-21-1.md,ESD-2006-05-21-1,2006-05-21,2006,exact,AL,Cherokee,Centre,Weiss Lake,Private dock/pier,False,fatal,1,2,0,3,3,1,3,dock_wiring,fresh,False,True,True,False,high,VERIFIED,True,1,FI-2006-006 (project file),False,2006-03-18,2,"ESDPA date listed as March 18, 2006; correct date is May 21, 2006 per newspaper and obituary; ESDPA mentions 'electric windmill on dock'; not confirmed by independent sources",ESDPA,,3,3,3,"{""news"": 2, ""obituary"": 1}",3,1,True,True,,ESDPA_DEVIATION,1
ESD-2006-05-22-1.md,ESD-2006-05-22-1,2006-05-22,2006,exact,WI,Racine,Racine,Lake Michigan,Racine Harbor,False,fatal,1,0,0,1,0,1,1,shore_power,fresh,False,True,False,True,high,UNVERIFIED,True,1,FI-2006-005 (project file),True,,0,,ESDPA,,0,0,0,{},0,1,True,True,,ESDPA_ONLY_NO_INDEP | NO_SOURCES_LIST | NO_VICTIM_NAMED,3
ESD-2006-06-25-1.md,ESD-2006-06-25-1,2006-06-25,2006,exact,AR,Garland,Royal,Lake Ouachita,Brady Mountain Resort,False,fatal,1,1,1,3,1,1,3,extension_cord,fresh,False,True,False,True,medium,VERIFIED,True,1,FI-2006-004 (project file),False,2006-06-10,3,"ESDPA date listed as June 10, 2006; KAIT8 news reports Saturday June 25, 2006; ESDPA says Hot Springs AR; more precisely Royal, AR (Garland County); ESDPA says 'faulty shore cord connection'; KAIT8 says 'ungrounded electrical cord'",ESDPA,,3,3,3,"{""legal"": 1, ""news"": 2}",3,1,True,True,,ESDPA_DEVIATION,1
ESD-2006-07-02-1.md,ESD-2006-07-02-1,2006-07-02,2006,exact,MN,Douglas,,Lake L'Homme Dieu,,False,near-miss,0,1,2,3,0,0,3,extension_cord,fresh,False,True,False,False,high,UNVERIFIED,True,0,,True,,0,,ESDPA,,0,0,0,{},0,1,True,True,facility_name,ESDPA_ONLY_NO_INDEP | NO_SOURCES_LIST | MISSING:facility_name,3
ESD-2006-07-14-1.md,ESD-2006-07-14-1,2006-07-14,2006,exact,MI,St. Clair,Port Huron,Black River,"River Street Marina, near 10th Street Bridge",False,fatal,1,2,0,3,1,1,3,shore_power,fresh,False,True,False,True,high,VERIFIED,True,1,FI-2006-003 (project file),False,2006-06-24,1,"ESDPA date listed as June 24, 2006; correct date is July 14, 2006 per obituary and newspaper",ESDPA,,4,4,4,"{""memorial"": 1, ""news"": 1, ""obituary"": 2}",4,1,True,True,,ESDPA_DEVIATION,1
ESD-2006-07-24-1.md,ESD-2006-07-24-1,2006-07-24,2006,approximate,MO,,Lake of the Ozarks,Lake of the Ozarks,"Private dock, 81 Mile Marker",False,fatal,1,0,0,1,1,1,1,dock_wiring,fresh,False,True,True,False,high,CONFIRMED,True,1,FI-2006-001 (project file),True,,2,"ESDPA date of July 24, 2006 is a Monday; LakeExpo article says incident occurred on a Saturday (which would be July 22, 2006); Date requires further verification via Missouri State Highway Patrol records",ESDPA,,1,1,1,"{""news"": 1}",1,1,True,True,,DATE_WEAK | ESDPA_DEVIATION,2
ESD-2006-07-24-2.md,ESD-2006-07-24-2,2006-07-24,2006,exact,GA,Forsyth,Cumming,Lake Lanier,"Family lake home, private dock",False,fatal,1,3,0,4,1,3,4,dock_wiring,fresh,False,True,True,False,high,VERIFIED,True,1,FI-2006-002 (project file),False,2006-07-14,3,"ESDPA date listed as July 14, 2006; correct date is July 24, 2006 per AP wire story and obituary; ESDPA lists victim age as 17; correct age is 15 per obituary (born Nov 21, 1990); ESDPA lists 1 shocked/survived; actually at least 3 (two friends + father)",ESDPA,LOA6,4,4,4,"{""news"": 3, ""obituary"": 1}",4,2,True,True,,ESDPA_DEVIATION,1
ESD-2006-08-00-1.md,ESD-2006-08-00-1,2006-08,2006,month,WI,Racine,Racine,Lake Michigan,,False,near-miss,0,0,1,1,0,0,1,other,fresh,False,True,False,True,medium,UNVERIFIED,True,0,,True,,0,,ESDPA,,0,0,0,{},0,1,True,True,facility_name,ESDPA_ONLY_NO_INDEP | NO_SOURCES_LIST | MISSING:facility_name,3
ESD-2007-07-01-1.md,ESD-2007-07-01-1,2007-07-01,2007,exact,True,,Kingston,Lake Ontario,Collins Bay Marina,False,near-miss,0,0,1,1,0,0,1,charger,fresh,False,True,False,True,high,UNVERIFIED,True,0,,True,,1,"Canadian incident (Ontario, Canada); state field uses province code",ESDPA,,0,0,0,{},0,1,True,True,,ESDPA_ONLY_NO_INDEP | NO_SOURCES_LIST | ESDPA_DEVIATION,3
ESD-2007-07-20-1.md,ESD-2007-07-20-1,2007-07-20,2007,exact,OK,Oklahoma,Edmond,Lake Arcadia,,False,near-miss,0,1,1,2,0,0,2,dock_wiring,fresh,False,True,False,False,low,UNVERIFIED,True,0,,True,,0,,ESDPA,,0,0,0,{},0,1,True,True,facility_name,ESDPA_ONLY_NO_INDEP | NO_SOURCES_LIST | MISSING:facility_name,3
ESD-2007-07-28-1.md,ESD-2007-07-28-1,2007-07-28,2007,exact,MO,,Lake of the Ozarks,Lake of the Ozarks,Private dock,False,fatal,1,0,0,1,0,1,1,dock_wiring,fresh,False,True,True,False,high,SUSPECTED,True,1,#38 (Rev. 5/9/16),True,,0,,LOA2,LOA6,0,2,0,"{""other"": 2}",2,2,True,True,,NO_VICTIM_NAMED,1
ESD-2007-08-28-1.md,ESD-2007-08-28-1,2007-08-28,2007,exact,NY,Erie,Eden,Private farm pond,,False,near-miss,0,1,0,1,1,1,1,other,fresh,False,True,False,False,high,CONFIRMED,True,0,,True,,1,ESDPA date states August 28; day of week analysis suggests possible August 27 (Monday),ESDPA,,2,2,2,"{""news"": 2}",2,1,True,True,facility_name,MISSING:facility_name | ESDPA_DEVIATION,2
ESD-2007-09-00-1.md,ESD-2007-09-00-1,2007-09,2007,month,FL,Lee,,Caloosahatchee River,Franklin Lock Campground,False,near-miss,0,0,1,1,0,0,1,shore_power,fresh,False,True,False,True,medium,UNVERIFIED,True,0,,True,,0,,ESDPA,,0,0,0,{},0,1,True,True,,ESDPA_ONLY_NO_INDEP | NO_SOURCES_LIST,2
ESD-2008-06-13-1.md,ESD-2008-06-13-1,2008-06-13,2008,exact,NC,Brunswick,Ocean Isle Beach,Atlantic Ocean / Intracoastal Waterway,"Ocean Isle Beach Marina, 2000 Sommerset Rd SW",False,fatal,1,0,0,1,0,0,1,dock_wiring,salt,False,True,False,False,high,CONFIRMED,False,0,,,,0,,LOA4,,1,1,1,"{""government"": 1}",1,1,True,True,,NOVEL_LOW_SOURCES | NO_VICTIM_NAMED,2
ESD-2008-08-23-1.md,ESD-2008-08-23-1,2008-08-23,2008,exact,AR,Garland,Hot Springs,Lake Hamilton,Lake Hamilton Resort,False,fatal,1,2,0,3,3,3,3,dock_wiring,fresh,True,True,False,True,medium,CONFIRMED,True,1,FI-2007-001 (project file),False,2007-07-28,3,"ESDPA date listed as July 28, 2007; independent sources confirm August 23, 2008; ESDPA lists 7-year-old boy; independent sources say 6-year-old boy (Devin Keele); Date error of over 1 year; no independent sources found for any July 2007 Lake Hamilton ESD incident",ESDPA,,2,2,2,"{""news"": 2}",2,1,True,True,,ESDPA_DEVIATION,1
ESD-2010-05-24-1.md,ESD-2010-05-24-1,2010-05-24,2010,exact,IA,Cerro Gordo,Clear Lake,Clear Lake,Neighbor's dock at 3830 N. Shore Drive,False,near-miss,0,1,0,1,1,1,1,boat_lift,fresh,False,True,True,False,high,CONFIRMED,True,0,,True,,0,,ESDPA,,1,1,1,"{""news"": 1}",1,1,True,True,,,0
ESD-2010-05-29-1.md,ESD-2010-05-29-1,2010-05-29,2010,exact,WV,Lewis,Weston,Stonewall Jackson Lake,Stonewall Jackson Lake Marina,False,fatal,1,1,0,2,1,1,2,dock_wiring,fresh,False,True,False,True,high,VERIFIED,True,1,FI-2008-001 (project file),False,2008-08-23,3,"ESDPA date listed as August 23, 2008; correct date is May 29, 2010 per obituary, news, and legislation signing; ESDPA says 'fell back in and drowned' but autopsy found no water in lungs — death was electrocution, not drowning; Date error of nearly 2 years",ESDPA,,8,6,6,"{""news"": 5, ""obituary"": 1}",6,1,True,True,,ESDPA_DEVIATION,1
ESD-2010-05-29-2.md,ESD-2010-05-29-2,2010-05-29,2010,exact,NC,Columbus,Lake Waccamaw,Lake Waccamaw,"Private covered dock with boat lift, approximately 200 feet from shore",False,fatal,1,0,1,2,0,0,2,dock_wiring,fresh,True,True,True,False,high,CONFIRMED,True,1,FI-2010-004 (project file),True,,0,,ESDPA,LOA2,1,1,1,"{""news"": 1}",1,2,True,True,,NO_VICTIM_NAMED,1
ESD-2010-06-00-1.md,ESD-2010-06-00-1,2010-06,2010,month,AL,,,Lewis Smith Lake,Private dock,False,fatal,1,0,0,1,0,1,1,dock_wiring,fresh,False,True,True,False,high,UNVERIFIED,True,1,FI-2010-003 (project file),True,,2,"Only month-level date precision (June 2010); Location listed as Birmingham AL but Smith Lake spans Cullman, Walker, Winston, and Blount counties, none of which are in Birmingham",ESDPA,,0,0,0,{},0,1,True,True,,ESDPA_ONLY_NO_INDEP | NO_SOURCES_LIST | NO_VICTIM_NAMED | ESDPA_DEVIATION,4
ESD-2010-06-21-1.md,ESD-2010-06-21-1,2010-06-21,2010,approximate,SC,York,York,,Residential swimming pool,False,fatal,1,1,0,2,0,1,2,other,pool,False,True,False,False,high,UNVERIFIED,True,1,FI-2010-002 (project file),True,,2,"Date may be July 10, 2010 rather than June 21, 2010; one secondary reference cites July 10; June 21 was a Monday; July 10 was a Saturday (more typical for pool incident)",ESDPA,,0,0,0,{},0,1,True,True,body_of_water,ESDPA_ONLY_NO_INDEP | NO_SOURCES_LIST | NO_VICTIM_NAMED | DATE_WEAK | MISSING:body_of_water | ESDPA_DEVIATION,6
ESD-2010-06-24-1.md,ESD-2010-06-24-1,2010-06-24,2010,exact,TX,Travis,,Lake Travis,,False,near-miss,0,1,1,2,0,2,2,boat_lift,fresh,False,True,False,False,low,UNVERIFIED,True,0,,True,,0,,ESDPA,,0,0,0,{},0,1,True,True,facility_name,ESDPA_ONLY_NO_INDEP | NO_SOURCES_LIST | MISSING:facility_name,3
ESD-2010-07-03-1.md,ESD-2010-07-03-1,2010-07-03,2010,exact,TN,Blount,Friendsville,Fort Loudoun Lake,International Harbor,False,near-miss,0,1,3,4,0,4,4,dock_wiring,fresh,False,False,False,True,high,UNVERIFIED,True,0,,True,,0,,ESDPA,,0,0,0,{},0,1,True,True,,ESDPA_ONLY_NO_INDEP | NO_SOURCES_LIST,2
ESD-2010-07-10-1.md,ESD-2010-07-10-1,2010-07-10,2010,exact,KY,Taylor,Campbellsville,Green River Lake,,False,near-miss,0,2,1,3,3,0,3,shore_power,fresh,False,True,False,False,medium,CONFIRMED,True,0,,False,2010-08-08,1,"ESDPA date was August 8, 2010; correct date is July 10, 2010",ESDPA,,2,2,2,"{""news"": 2}",2,1,True,True,facility_name,MISSING:facility_name | ESDPA_DEVIATION,2
ESD-2010-07-25-1.md,ESD-2010-07-25-1,2010-07-25,2010,exact,IN,Carroll,Monticello,Lake Freeman,Angel Shores Resort (private dock),False,fatal,1,0,0,1,1,1,1,dock_wiring,fresh,False,True,True,False,high,VERIFIED,True,1,"FI-XXXX-001 (project file, no date in ESDPA)",False,,1,"No date provided in ESDPA document; confirmed date is July 25, 2010",ESDPA,LOA2; LOA8,8,3,3,"{""court"": 1, ""news"": 1, ""obituary"": 1}",3,2,True,True,,ESDPA_DATE_DEV_UNDOCUMENTED | ESDPA_DEVIATION,2
ESD-2010-07-31-1.md,ESD-2010-07-31-1,2010-07-31,2010,exact,VT,,,Lake Champlain,,False,near-miss,0,0,3,3,0,2,3,unknown,fresh,False,False,False,False,low,CONFIRMED,True,0,,True,,0,,ESDPA,,1,1,1,"{""news"": 1}",1,1,True,True,facility_name,MISSING:facility_name,1
ESD-2010-09-01-1.md,ESD-2010-09-01-1,2010-09-01,2010,exact,FL,Miami-Dade,Palmetto Bay,Small lake at Perrine Wayside Dog Park,"Perrine Wayside Dog Park (Village Dog Park), 16425 S. Dixie Highway",False,near-miss,0,0,1,1,0,0,1,fountain,fresh,False,True,False,False,high,CONFIRMED,True,0,,False,2010-09-05,1,"ESDPA date was September 5, 2010; correct date is September 1, 2010",ESDPA,,1,1,1,"{""news"": 1}",1,1,True,True,,ESDPA_DEVIATION,1
ESD-2010-09-05-1.md,ESD-2010-09-05-1,2010-09-05,2010,exact,SC,Anderson,Anderson,Hartwell Lake,,False,near-miss,0,1,0,1,0,1,1,dock_wiring,fresh,False,True,False,False,low,UNVERIFIED,True,0,,True,,1,Date may be uncertain; originally listed same date as Perrine Wayside incident which was corrected,ESDPA,,0,0,0,{},0,1,True,True,facility_name,ESDPA_ONLY_NO_INDEP | NO_SOURCES_LIST | MISSING:facility_name | ESDPA_DEVIATION,4
ESD-2011-03-18-1.md,ESD-2011-03-18-1,2011-03-18,2011,exact,TX,Harris,Houston,Retention pond,,False,near-miss,0,0,1,1,0,0,1,fountain,fresh,False,True,False,False,high,UNVERIFIED,True,0,,True,,0,,ESDPA,,0,0,0,{},0,1,True,True,facility_name,ESDPA_ONLY_NO_INDEP | NO_SOURCES_LIST | MISSING:facility_name,3
ESD-2011-05-28-1.md,ESD-2011-05-28-1,2011-05-28,2011,exact,MN,Wabasha,Lake City,Lake Pepin,"Family home, 1400 Central Point",False,fatal,1,1,0,2,1,1,2,boat_lift,fresh,False,True,True,False,medium,VERIFIED,True,1,FI-2010-001 (project file),False,2010-07-26,2,"ESDPA date listed as July 26, 2010; correct date is May 28, 2011 per Find a Grave, forum, and family obituaries; Date error of nearly 1 year",ESDPA,,3,3,2,"{""memorial"": 1, ""obituary"": 1, ""other"": 1}",3,1,True,True,,ESDPA_DEVIATION,1
ESD-2011-06-21-1.md,ESD-2011-06-21-1,2011-06-21,2011,exact,WV,Kanawha,Charleston,Kanawha River,Lou Wendell Marine,False,near-miss,0,1,0,1,0,0,1,dock_wiring,fresh,False,True,False,True,high,UNVERIFIED,True,0,,True,,0,,ESDPA,,0,0,0,{},0,1,True,True,,ESDPA_ONLY_NO_INDEP | NO_SOURCES_LIST,2
ESD-2011-07-25-1.md,ESD-2011-07-25-1,2011-07-25,2011,exact,IL,Whiteside,Tampico,,Cornfield with center pivot irrigation system,False,fatal,2,8,0,2,2,2,2,other,fresh,False,True,False,False,high,VERIFIED,True,1,FI-2012-006 (project file),False,2012-07-25,2,ESDPA year listed as 2012; correct year is 2011 per all independent sources; ESDPA says '14yo boy and girl'; both victims were girls (Hannah Kendall and Jade Garza),ESDPA,,7,6,6,"{""legal"": 1, ""news"": 5}",6,1,True,True,body_of_water,MISSING:body_of_water | ESDPA_DEVIATION,2
ESD-2011-08-15-1.md,ESD-2011-08-15-1,2011-08-15,2011,exact,GA,Putnam,,Lake Sinclair,Private dock between two houseboats,False,fatal,1,1,1,3,0,2,3,dock_wiring,fresh,False,True,True,False,high,UNVERIFIED,True,1,FI-2011-001 (project file),True,,0,,ESDPA,,0,0,0,{},0,1,True,True,,ESDPA_ONLY_NO_INDEP | NO_SOURCES_LIST | NO_VICTIM_NAMED,3
ESD-2011-08-15-2.md,ESD-2011-08-15-2,2011-08-15,2011,exact,MI,Grand Traverse,Traverse City,West Grand Traverse Bay,"Duncan L. Clinch Marina, F-Dock",False,fatal,1,1,0,2,2,1,2,dock_wiring,fresh,True,True,False,True,high,VERIFIED,True,1,FI-2011-002 (project file),False,2011-05-28,1,"ESDPA date listed as May 28, 2011; correct date is August 15, 2011 per obituary, AP, and all news sources",ESDPA,LOA2; LOA6,11,6,6,"{""news"": 5, ""obituary"": 1}",6,3,True,True,,ESDPA_DEVIATION,1
ESD-2011-08-28-1.md,ESD-2011-08-28-1,2011-08-28,2011,exact,CT,Fairfield,Norwalk,Long Island Sound,Near Shady Beach,False,near-miss,0,0,2,2,0,0,2,other,salt,False,True,False,False,high,UNVERIFIED,True,0,,True,,0,,ESDPA,,0,0,0,{},0,1,True,True,,ESDPA_ONLY_NO_INDEP | NO_SOURCES_LIST,2
ESD-2012-05-28-1.md,ESD-2012-05-28-1,2012-05-28,2012,exact,MO,Camden,,Lake of the Ozarks,,False,near-miss,0,1,2,3,0,0,3,dock_wiring,fresh,False,True,False,False,low,UNVERIFIED,True,0,,True,,0,,ESDPA,,0,0,0,{},0,1,True,True,facility_name,ESDPA_ONLY_NO_INDEP | NO_SOURCES_LIST | MISSING:facility_name,3
ESD-2012-06-27-1.md,ESD-2012-06-27-1,2012-06-27,2012,exact,FL,Orange,Kissimmee,Mini-golf pond,"Orange Lake Resort, miniature golf course",False,fatal,1,1,0,2,2,1,2,pool_pump,fountain,False,True,False,False,high,VERIFIED,True,1,FI-2012-011 (project file),False,2012-05-05,2,"ESDPA date listed as May 5, 2012; correct date is June 27, 2012; Location listed as Celebration FL; actually Orange Lake Resort near Kissimmee",ESDPA,LOA2,6,2,2,"{""news"": 2}",2,1,True,True,,ESDPA_DEVIATION,1
ESD-2012-07-04-1.md,ESD-2012-07-04-1,2012-07-04,2012,exact,MO,Camden,Lake of the Ozarks,Lake of the Ozarks,"Private dock, Gravois Arm, 6.5 Mile Marker",False,fatal,2,0,0,2,2,2,2,dock_wiring,fresh,False,True,True,False,high,VERIFIED,True,1,FI-2012-009 (project file),True,,0,,ESDPA,LOA3; LOA6; LOA8; LOA11,7,5,5,"{""court"": 1, ""news"": 3, ""video"": 1}",5,3,True,True,,,0
ESD-2012-07-04-2.md,ESD-2012-07-04-2,2012-07-04,2012,exact,TN,Grainger,Bean Station,Cherokee Lake,German Creek Marina,False,fatal,2,1,1,4,2,3,4,shore_power,fresh,False,True,False,True,high,VERIFIED,True,1,FI-2012-010 (project file),False,2012-06-27,2,"ESD section date listed as June 27, 2012; correct date is July 4, 2012; Victims unnamed in ESDPA list",ESDPA,LOA2,7,3,3,"{""government"": 1, ""news"": 2}",3,2,True,True,,ESDPA_DEVIATION,1
ESD-2012-07-07-1.md,ESD-2012-07-07-1,2012-07-25,2012,exact,MN,Itasca,Cohasset,Pokegama Lake,"Private dock, Hill Top Trail",False,fatal,1,2,0,3,3,3,3,extension_cord,fresh,False,True,True,False,high,VERIFIED,True,1,FI-2012-007 (project file),False,2012-07-07,2,"ESDPA date listed as July 7, 2012; correct date is July 25, 2012 per CBS Minnesota and AuGres Maritime Museum; ESDPA did not include victim names; CBS Minnesota identifies Robert Stoen (22, Owatonna MN)",ESDPA,LOA11,2,1,1,"{""news"": 1}",1,2,True,True,,ESDPA_DEVIATION,1
ESD-2012-07-07-2.md,ESD-2012-07-07-2,2012-07-07,2012,exact,MO,Morgan,,Lake of the Ozarks,"Private dock, Dry Branch Cove, 5-mile marker",False,fatal,1,0,0,1,1,1,1,dock_wiring,fresh,False,True,True,False,high,VERIFIED,True,1,FI-2012-008 (project file),False,2012-07-04,2,"ESDPA date listed as July 4, 2012; correct date is July 7, 2012 per Columbia Missourian, Lake Expo, and other sources; ESDPA confusion likely arose because a separate incident (Anderson children) occurred on July 4 at the same lake",ESDPA,,4,4,4,"{""news"": 4}",4,1,True,True,,ESDPA_DEVIATION,1
ESD-2012-07-23-1.md,ESD-2012-07-23-1,2012-07-23,2012,exact,MO,Camden,,Lake of the Ozarks,Dock under electrical repairs,False,near-miss,0,0,3,3,0,0,3,dock_wiring,fresh,False,True,False,False,low,UNVERIFIED,True,0,,True,,0,,ESDPA,,0,0,0,{},0,1,True,True,,ESDPA_ONLY_NO_INDEP | NO_SOURCES_LIST,2
ESD-2012-08-04-1.md,ESD-2012-08-04-1,2012-08-04,2012,exact,MO,Camden,,Lake of the Ozarks,Dock at Gravois Arm,False,near-miss,0,0,2,2,0,0,2,dock_wiring,fresh,False,True,True,False,high,UNVERIFIED,True,0,,True,,0,,ESDPA,,0,0,0,{},0,1,True,True,,ESDPA_ONLY_NO_INDEP | NO_SOURCES_LIST,2
ESD-2012-08-14-1.md,ESD-2012-08-14-1,2012-08-14,2012,exact,CA,Orange,Garden Grove,Residential backyard swimming pool,,False,near-miss,0,2,1,3,3,2,3,other,pool,False,True,False,False,high,VERIFIED,True,0,,True,,0,,ESDPA,,2,2,2,"{""news"": 2}",2,1,True,True,facility_name,MISSING:facility_name,1
